nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
NCT04434261,"ClinicalTrials.gov processed this data on January 29, 2021",6/15/2020,,,11/6/2020,6/15/2020,6/16/2020,Actual,,,,,,,11/6/2020,11/9/2020,Actual,"May 11, 2020",Actual,5/11/2020,November 2020,11/30/2020,"December 31, 2020",Anticipated,12/31/2020,"December 31, 2020",Anticipated,12/31/2020,,Observational,ASTANA,,Oncological Surgery in Times of COVID-19: Effectiveness of Preoperative Screening for Sars-Cov-2,Oncological Surgery in Times of COVID-19: Effectiveness of Preoperative Screening for Sars-Cov-2,"Active, not recruiting",,,1500,Anticipated,Instituto Brasileiro de Controle do Cancer,,,1,,False,,,,False,False,False,,,,,,The data will become available in a scientific publication,There are no sharing Access Criteria,,Yes,All IPD that underlie results in a publication,2/1/2021 7:16:57 AM,2/1/2021 7:16:57 AM
NCT04443257,"ClinicalTrials.gov processed this data on January 29, 2021",6/20/2020,,,9/11/2020,6/20/2020,6/23/2020,Actual,,,,,,,9/11/2020,9/16/2020,Actual,"July 8, 2020",Actual,7/8/2020,September 2020,9/30/2020,"July 25, 2021",Anticipated,7/25/2021,"July 25, 2021",Anticipated,7/25/2021,,Observational,REHCOVER,,REassessement After Hospitalization for Sars-COV-2 disordER,REassessement After Hospitalization for Sars-COV-2 Infection : Standardized Assessment of Sequelae and Comorbidities 3 to 6 Months After Hospitalization,Enrolling by invitation,,,200,Anticipated,"University Hospital, Montpellier",,,,,False,,,,False,False,False,,,,,,12 months after the main publication,"Data are provided to qualified investigators free of charge. Required documents to request data include a summary of the research plan, request form, and institutional review board (IRB) review. Dataset will be shared after careful examination by the study board of investigators.",,Yes,Data will be made available upon a reasonable request,2/1/2021 7:15:42 AM,2/1/2021 7:15:42 AM
NCT04353401,"ClinicalTrials.gov processed this data on January 29, 2021",4/15/2020,,,12/17/2020,4/15/2020,4/20/2020,Actual,,,,,,,12/17/2020,12/21/2020,Actual,"August 3, 2020",Actual,8/3/2020,December 2020,12/31/2020,May 2021,Anticipated,5/31/2021,April 2021,Anticipated,4/30/2021,,Observational,CALYPSO,,WGS Analysis of COVID-19 Positive Patients,Whole-Genome Sequencing Analysis of COVID-19 Positive Patients,Enrolling by invitation,,,5000,Anticipated,Vanda Pharmaceuticals,,,,,False,,,,False,False,False,,,,,,,,,Yes,,2/1/2021 7:29:24 AM,2/1/2021 7:29:24 AM
NCT04432870,"ClinicalTrials.gov processed this data on January 29, 2021",6/12/2020,,,12/4/2020,6/15/2020,6/16/2020,Actual,,,,,,,12/4/2020,12/7/2020,Actual,"June 9, 2020",Actual,6/9/2020,December 2020,12/31/2020,"June 30, 2021",Anticipated,6/30/2021,"May 30, 2021",Anticipated,5/30/2021,,Observational,,,Patients' Preferences About Rescheduling Colonoscopies Delayed Due to COVID-19: Cross Sectional Study,Patients' Preferences About Rescheduling Colonoscopies Delayed Due to COVID-19: Cross Sectional Study,Enrolling by invitation,,,200,Anticipated,Massachusetts General Hospital,,,1,,False,,,,False,False,False,,,,,,"Three months after the end of the funded grant period, the study materials and de-identified data will be available, by request, from the PI. Once data are placed on an open access service such as ICPSR they will be available indefinitely.","The PI will share a de-identified data set with outside investigators at no cost, according to approved Partners and Massachusetts General Hospital policies for data sharing. Investigators from other sites will be able to request the data and will be required to complete a data use agreement that ensures that all local Institutional Review Board requirements are met before using the data, that they will not attempt to identify any data in the dataset, and that they will not share the data set with anyone outside their project team.~On ICPSR, individuals must register and agree to ICPSR's Responsible Use statement prior to accessing datasets.",,Yes,"To promote research replicability, transparency and future use of the data, de-identified data sets of the patient survey data will be created and will be available, by request, to outside researchers.~After the main manuscripts have been published, de-identified data sets will also be deposited in an open access service such as, ICPSR (https://www.icpsr.umich.edu/icpsrweb/). Before a dataset is made available for access, ICPSR completes a detailed review of all datasets to assess disclosure risk. If necessary, ICPSR modifies data to reduce disclosure risk or limits access to datasets for which modifying the data would substantially limit their utility or the risk of disclosure remains high. No information that contains identifiers or that could be used to link an individual to the data will be included in the de-identified data set.",2/1/2021 7:17:12 AM,2/1/2021 7:17:12 AM
NCT04330599,"ClinicalTrials.gov processed this data on January 29, 2021",3/31/2020,,,10/28/2020,3/31/2020,4/1/2020,Actual,,,,,,,10/28/2020,10/30/2020,Actual,"May 1, 2020",Actual,5/1/2020,March 2020,3/31/2020,"April 1, 2025",Anticipated,4/1/2025,"April 1, 2025",Anticipated,4/1/2025,,Observational,COVIDENCE UK,,Longitudinal Population-based Observational Study of COVID-19 in the UK Population,Longitudinal Population-based Observational Study of COVID-19 in the UK Population,Recruiting,,,12000,Anticipated,Queen Mary University of London,,,,,False,,,,False,False,False,,,,,,,,,Yes,,2/1/2021 7:33:32 AM,2/1/2021 7:33:32 AM
NCT04393233,"ClinicalTrials.gov processed this data on January 29, 2021",4/22/2020,,,5/28/2020,5/18/2020,5/19/2020,Actual,,,,,,,5/28/2020,5/29/2020,Actual,"April 23, 2020",Actual,4/23/2020,April 2020,4/30/2020,"May 23, 2020",Anticipated,5/23/2020,"May 23, 2020",Anticipated,5/23/2020,,Observational,RHUMACOVID,,Drug Management of Rheumatoid Arthritis in Covid-19 Context : Impact on Therapeutic De-escalation,Drug Management of Rheumatoid Arthritis in Covid-19 Context : Impact on Therapeutic De-escalation,Recruiting,,,300,Anticipated,"University Hospital, Brest",,,,,False,,,,False,False,False,,,,,,Data will be available beginning one month and ending five years following the end study,Data access requests will be reviewed by the internal committee of Brest UH. Requestors will be required to sign and complete a data access agreement.,,Yes,All collected data that underlie results in a publication,2/1/2021 7:22:25 AM,2/1/2021 7:22:25 AM
NCT04355884,"ClinicalTrials.gov processed this data on January 29, 2021",4/19/2020,,,4/21/2020,4/19/2020,4/21/2020,Actual,,,,,,,4/21/2020,4/24/2020,Actual,"April 20, 2020",Anticipated,4/20/2020,April 2020,4/30/2020,"May 1, 2020",Anticipated,5/1/2020,"May 1, 2020",Anticipated,5/1/2020,,Observational,,,Opportunistic Screening for Asymptomatic Left Ventricular Dysfunction in Coronavirus Disease 2019 (COVID19) Survivors,Opportunistic Screening for Asymptomatic Left Ventricular Dysfunction in COVID-19 Survivors,Not yet recruiting,,,100,Anticipated,The University of Hong Kong,,,,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:28:59 AM,2/1/2021 7:28:59 AM
NCT04336787,"ClinicalTrials.gov processed this data on January 29, 2021",4/3/2020,,,4/9/2020,4/3/2020,4/7/2020,Actual,,,,,,,4/9/2020,4/13/2020,Actual,"April 12, 2020",Anticipated,4/12/2020,April 2020,4/30/2020,"June 10, 2020",Anticipated,6/10/2020,"May 10, 2020",Anticipated,5/10/2020,,Observational,,,"Physical Activity Level, Stress Level, Sleep Quality in Pregnant Women During Covid-19 Quarantine","Determination Of Physical Activity, Sleep And Stress Level Of Pregnant Women In The Covıd-19 Quarantine Period",Not yet recruiting,,,100,Anticipated,Istanbul Kültür University,,,,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:32:29 AM,2/1/2021 7:32:29 AM
NCT04362969,"ClinicalTrials.gov processed this data on January 29, 2021",4/23/2020,,,5/5/2020,4/24/2020,4/27/2020,Actual,,,,,,,5/5/2020,5/7/2020,Actual,May 2020,Anticipated,5/31/2020,May 2020,5/31/2020,May 2020,Anticipated,5/31/2020,May 2020,Anticipated,5/31/2020,,Observational,,,"COVID-EC Study: Clinical Characteristics of Patients With COVID-19 in Guayaquil, Ecuador","Clinical Characteristics of Patients With SARS-CoV-2 (COVID-19) Infection in Guayaquil, Ecuador: COVID-EC Study",Not yet recruiting,,,300,Anticipated,"Hospital San Carlos, Madrid",,,,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:28:00 AM,2/1/2021 7:28:00 AM
NCT04422379,"ClinicalTrials.gov processed this data on January 29, 2021",6/7/2020,,,6/7/2020,6/7/2020,6/9/2020,Actual,,,,,,,6/7/2020,6/9/2020,Actual,"June 7, 2020",Anticipated,6/7/2020,June 2020,6/30/2020,"August 30, 2020",Anticipated,8/30/2020,"July 30, 2020",Anticipated,7/30/2020,,Observational,,,COVID-19 and Liver Injury in Patients With or Without Underlying Liver Disease: A Multi-centre Retrospective-prospective Observational Study,COVID-19 and Liver Injury in Patients With or Without Underlying Liver Disease: A Multi-centre Retrospective-prospective Observational Study,Not yet recruiting,,,314,Anticipated,Max Healthcare Insititute Limited,,,,,False,,,,False,False,False,,,,,,,,,Undecided,"IPD sharing protocol is undecided at this stage. We may, however, provide the data if requested.",2/1/2021 7:18:33 AM,2/1/2021 7:18:33 AM
NCT04615208,"ClinicalTrials.gov processed this data on January 29, 2021",11/2/2020,,,11/2/2020,11/2/2020,11/4/2020,Actual,,,,,,,11/2/2020,11/4/2020,Actual,"November 15, 2020",Anticipated,11/15/2020,October 2020,10/31/2020,"December 30, 2021",Anticipated,12/30/2021,"October 30, 2021",Anticipated,10/30/2021,,Observational,,,Screening for COVID-19,A Touchless Tool to Screen for COVID-19 for Reopening Industries,Not yet recruiting,,,200,Anticipated,University of Manitoba,,,,,False,,,,False,False,False,,,,,,,,,Undecided,"Upon Ethics approval, we would like to share our recorded breathing sounds with public.",2/1/2021 6:52:26 AM,2/1/2021 6:52:26 AM
NCT04597853,"ClinicalTrials.gov processed this data on January 29, 2021",10/19/2020,,,10/21/2020,10/21/2020,10/22/2020,Actual,,,,,,,10/21/2020,10/22/2020,Actual,"October 20, 2020",Anticipated,10/20/2020,October 2020,10/31/2020,"December 31, 2021",Anticipated,12/31/2021,"October 31, 2021",Anticipated,10/31/2021,,Observational,LungMechCoV-19,,Assessment of Lung Mechanics in COVID-19 Acute Respiratory Distress Syndrome,"Assessment of Lung Mechanics in SARS-CoV-2/ COVID-19 Acute Respiratory Distress Syndrome: A Holistic, Longitudinal Analysis of the Lung-heart-ventilator Interaction",Not yet recruiting,,,25,Anticipated,University of Zurich,,,,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 6:54:46 AM,2/1/2021 6:54:46 AM
NCT04548505,"ClinicalTrials.gov processed this data on January 29, 2021",9/11/2020,,,10/7/2020,9/11/2020,9/14/2020,Actual,,,,,,,10/7/2020,10/8/2020,Actual,October 2020,Anticipated,10/31/2020,October 2020,10/31/2020,March 2023,Anticipated,3/31/2023,March 2023,Anticipated,3/31/2023,,Observational,CovEx,,Recovery of Exertion Ability Following COVID-19 Infection in Military Staff,Recovery of Exertion Ability Following COVID-19 Infection in Military Staff,Not yet recruiting,,,100,Anticipated,Direction Centrale du Service de Santé des Armées,,,,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:01:31 AM,2/1/2021 7:01:31 AM
NCT04677478,"ClinicalTrials.gov processed this data on January 29, 2021",12/15/2020,,,12/18/2020,12/18/2020,12/21/2020,Actual,,,,,,,12/18/2020,12/21/2020,Actual,December 2020,Anticipated,12/31/2020,December 2020,12/31/2020,January 2022,Anticipated,1/31/2022,January 2022,Anticipated,1/31/2022,,Observational,ISO-BK,,Impact of the Respiratory Isolation on the Quality of Life in Patients Hospitalized for Tuberculosis or COVID-19,Impact of the Respiratory Isolation on the Quality of Life in Patients Hospitalized for Tuberculosis or COVID-19,Not yet recruiting,,,20,Anticipated,Assistance Publique - Hôpitaux de Paris,,,,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 6:44:17 AM,2/1/2021 6:44:17 AM
NCT04659473,"ClinicalTrials.gov processed this data on January 29, 2021",12/8/2020,,,12/10/2020,12/8/2020,12/9/2020,Actual,,,,,,,12/10/2020,12/14/2020,Actual,"December 9, 2020",Anticipated,12/9/2020,December 2020,12/31/2020,"December 20, 2020",Anticipated,12/20/2020,"December 20, 2020",Anticipated,12/20/2020,,Observational,,,Spanish Survey on Third Wave of COVID-19,"COVID-19, the Third Wave Update People Coping With the COVID-19. A Cross-sectional Online Spanish Survey",Not yet recruiting,,,1000,Anticipated,University of Salamanca,,,,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 6:46:36 AM,2/1/2021 6:46:36 AM
NCT04357977,"ClinicalTrials.gov processed this data on January 29, 2021",4/20/2020,,,4/20/2020,4/20/2020,4/22/2020,Actual,,,,,,,4/20/2020,4/22/2020,Actual,April 2020,Anticipated,4/30/2020,April 2020,4/30/2020,December 2020,Anticipated,12/31/2020,August 2020,Anticipated,8/31/2020,,Observational,,,A Human Clinical Study to Collect Calibration and Performance Data for the RBA-2 Device,A Human Clinical Study to Collect Calibration and Performance Data for the RBA-2 Device,Not yet recruiting,,,300,Anticipated,"Kaligia Biosciences, LLC",,,1,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:28:41 AM,2/1/2021 7:28:41 AM
NCT04416464,"ClinicalTrials.gov processed this data on January 29, 2021",6/3/2020,,,6/15/2020,6/3/2020,6/4/2020,Actual,,,,,,,6/15/2020,6/17/2020,Actual,"June 15, 2020",Anticipated,6/15/2020,June 2020,6/30/2020,"October 1, 2022",Anticipated,10/1/2022,"July 31, 2022",Anticipated,7/31/2022,,Observational,,,Quality of Life and Patient-centered Outcomes After ICU Admission for COVID-19,"Quality of Life and Long-term Outcomes in Patients With Pneumonia Associated With SARS-Cov2 Infection, Survivors of Intensive Care Units: a Prospective Multicenter Cohort Study",Not yet recruiting,,,230,Anticipated,Universidade do Porto,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,"The authors encourage interested parties to contact the corresponding author with data sharing requests, including for access to additional unpublished data.",2/1/2021 7:19:17 AM,2/1/2021 7:19:17 AM
NCT04526769,"ClinicalTrials.gov processed this data on January 29, 2021",8/21/2020,,,8/21/2020,8/21/2020,8/26/2020,Actual,,,,,,,8/21/2020,8/26/2020,Actual,September 2020,Anticipated,9/30/2020,August 2020,8/31/2020,April 2021,Anticipated,4/30/2021,April 2021,Anticipated,4/30/2021,,Observational,,,Detecting SARS-CoV-2 in Tears,Detecting SARS-CoV-2 Virus in Tears From Patients With COVID-19,Not yet recruiting,,,30,Anticipated,University of Minnesota,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:04:31 AM,2/1/2021 7:04:31 AM
NCT04644341,"ClinicalTrials.gov processed this data on January 29, 2021",11/14/2020,,,11/24/2020,11/24/2020,11/25/2020,Actual,,,,,,,11/24/2020,11/25/2020,Actual,"December 1, 2020",Anticipated,12/1/2020,November 2020,11/30/2020,"November 1, 2021",Anticipated,11/1/2021,"August 31, 2021",Anticipated,8/31/2021,,Observational,,,Tele-monitoring of COVID-19 Survivors for Long-Term Impacts,Post Discharge Tele-monitoring of COVID-19 Survivors for Long-Term Impacts and Point-of-Care,Not yet recruiting,,,20,Anticipated,University of Manitoba,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,"Once we collect data and they are useful, we plan to share the anonymized data on our website after receiving Ethics Board's approval.",2/1/2021 6:48:31 AM,2/1/2021 6:48:31 AM
NCT04542083,"ClinicalTrials.gov processed this data on January 29, 2021",9/4/2020,,,12/28/2020,9/7/2020,9/9/2020,Actual,,,,,,,12/28/2020,12/29/2020,Actual,"January 20, 2021",Anticipated,1/20/2021,December 2020,12/31/2020,"June 30, 2021",Anticipated,6/30/2021,"June 1, 2021",Anticipated,6/1/2021,,Observational,COVUSI,,"Covid-19, Acute Myocardial Infarctions and Strokes in France",Impact of COVID-19 on Unplanned Admissions for Acute Cardiovascular and Neurovascular Conditions in France,Not yet recruiting,,,4000,Anticipated,"University Hospital, Montpellier",,,2,,False,,,,False,False,False,,,,,,,,,Undecided,NC,2/1/2021 7:02:24 AM,2/1/2021 7:02:24 AM
NCT04696913,"ClinicalTrials.gov processed this data on January 29, 2021",11/19/2020,,,1/5/2021,1/5/2021,1/6/2021,Actual,,,,,,,1/5/2021,1/6/2021,Actual,"January 1, 2021",Anticipated,1/1/2021,January 2021,1/31/2021,"November 22, 2021",Anticipated,11/22/2021,"November 22, 2021",Anticipated,11/22/2021,,Observational,,,Does COVID-19 Infection Increase the Risk of Pulmonary Embolism?,Does COVID-19 Infection Increase the Risk of Pulmonary Embolism? A Retrospective Case-control Study,Not yet recruiting,,,347,Anticipated,University of Aberdeen,,,2,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 6:41:52 AM,2/1/2021 6:41:52 AM
NCT04568551,"ClinicalTrials.gov processed this data on January 29, 2021",9/24/2020,,,9/27/2020,9/27/2020,9/29/2020,Actual,,,,,,,9/27/2020,9/29/2020,Actual,"October 1, 2020",Anticipated,10/1/2020,September 2020,9/30/2020,"July 31, 2021",Anticipated,7/31/2021,"March 31, 2021",Anticipated,3/31/2021,,Observational,CAASP,,"COVID-19-associated Anxiety of Pregnant Women for Anomalies, Stillbirth and Preterm Labor","COVID-19-associated Anxiety of Pregnant Women for Anomalies, Stillbirth and Preterm Labor - CAASPtrial",Recruiting,,,300,Anticipated,Martin-Luther-Universität Halle-Wittenberg,,,,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 6:58:47 AM,2/1/2021 6:58:47 AM
NCT04355611,"ClinicalTrials.gov processed this data on January 29, 2021",4/17/2020,,,4/28/2020,4/17/2020,4/21/2020,Actual,,,,,,,4/28/2020,4/29/2020,Actual,"April 20, 2020",Anticipated,4/20/2020,April 2020,4/30/2020,"April 20, 2022",Anticipated,4/20/2022,"April 20, 2022",Anticipated,4/20/2022,,Observational,COVISEP,,Epidemiological Characteristics of COVID-19 in Patients With MS or NMO,Cohort Study Evaluating the Epidemiological Characteristics of Coronavirus Infection (SARS-CoV-2) in Patients With MS or NMO,Recruiting,,,2000,Anticipated,Assistance Publique - Hôpitaux de Paris,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:29:02 AM,2/1/2021 7:29:02 AM
NCT04498286,"ClinicalTrials.gov processed this data on January 29, 2021",8/3/2020,,,8/3/2020,8/3/2020,8/4/2020,Actual,,,,,,,8/3/2020,8/4/2020,Actual,"August 6, 2020",Anticipated,8/6/2020,August 2020,8/31/2020,"December 1, 2021",Anticipated,12/1/2021,"November 1, 2021",Anticipated,11/1/2021,,Observational,COMS-19,,COVID-19 and SARS-CoV-2 Antibodies in Multiple Sclerosis Patients,COVID-19 and SARS-CoV-2 Antibodies in Multiple Sclerosis Patients: a Large Study in the Amsterdam MS Cohort,Recruiting,,,800,Anticipated,VU University Medical Center,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:08:20 AM,2/1/2021 7:08:20 AM
NCT04400448,"ClinicalTrials.gov processed this data on January 29, 2021",5/14/2020,,,5/26/2020,5/21/2020,5/22/2020,Actual,,,,,,,5/26/2020,5/28/2020,Actual,"June 1, 2020",Anticipated,6/1/2020,May 2020,5/31/2020,"October 31, 2020",Anticipated,10/31/2020,"August 31, 2020",Anticipated,8/31/2020,1 Month,Observational [Patient Registry],,,Acceptance of Telemedicine During the COVID-19 Pandemic,"Acceptance of Telemedicine in Outpatient Clinic Consultations During COVID-19 Pandemic. An International, Cross-sectional Study",Not yet recruiting,,,200,Anticipated,Fundación para el Fomento de la Investigación Sanitaria y Biomédica de la Comunitat Valenciana,,,,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:21:26 AM,2/1/2021 7:21:26 AM
NCT04544891,"ClinicalTrials.gov processed this data on January 29, 2021",9/9/2020,,,9/9/2020,9/9/2020,9/10/2020,Actual,,,,,,,9/9/2020,9/10/2020,Actual,"October 1, 2020",Anticipated,10/1/2020,September 2020,9/30/2020,"April 1, 2023",Anticipated,4/1/2023,"October 1, 2022",Anticipated,10/1/2022,6 Months,Observational [Patient Registry],CoviTrem1,,TREM-1 Pathway Activation in COVID-19,Prognostic Significance of the TREM-1 Pathway Activation in COVID-19,Not yet recruiting,,,1000,Anticipated,"Central Hospital, Nancy, France",,,,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:02:03 AM,2/1/2021 7:02:03 AM
NCT04333693,"ClinicalTrials.gov processed this data on January 29, 2021",3/31/2020,,,4/2/2020,4/2/2020,4/3/2020,Actual,,,,,,,4/2/2020,4/3/2020,Actual,"April 1, 2020",Anticipated,4/1/2020,March 2020,3/31/2020,"November 1, 2020",Anticipated,11/1/2020,"October 1, 2020",Anticipated,10/1/2020,6 Months,Observational [Patient Registry],Covid-VAS,,Outcomes of Vascular Surgery in COVID-19 Infection: National Cohort Study,Outcomes of Vascular Surgery in COVID-19 Infection: National Cohort Study (Covid-VAS),Not yet recruiting,,,50,Anticipated,Vascular Investigation Network Spanish Society for Angiology and Vascular Surgery,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,No sharing plan available nowadays.,2/1/2021 7:32:59 AM,2/1/2021 7:32:59 AM
NCT04361981,"ClinicalTrials.gov processed this data on January 29, 2021",4/23/2020,,,4/24/2020,4/23/2020,4/24/2020,Actual,,,,,,,4/24/2020,4/27/2020,Actual,April 2020,Anticipated,4/30/2020,April 2020,4/30/2020,"December 31, 2020",Anticipated,12/31/2020,"August 31, 2020",Anticipated,8/31/2020,6 Months,Observational [Patient Registry],TVP-COVID-RIV,,Influence of COVID-19 Infection in Thromboembolic Venous Disease: National Cohort Study,National Cohort Study to Assess the Influence of COVID-19 Infection in Thromboembolic Venous Disease:,Not yet recruiting,,,50,Anticipated,Sociedad Espanola de Angiologia y Cirugia Vascular,,,1,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:28:09 AM,2/1/2021 7:28:09 AM
NCT04353245,"ClinicalTrials.gov processed this data on January 29, 2021",4/15/2020,,,4/15/2020,4/15/2020,4/20/2020,Actual,,,,,,,4/15/2020,4/20/2020,Actual,"June 1, 2020",Anticipated,6/1/2020,April 2020,4/30/2020,"September 30, 2021",Anticipated,9/30/2021,"September 30, 2021",Anticipated,9/30/2021,12 Months,Observational [Patient Registry],PostCOVID19,,Study of Biomarkers in the Long-term Impact of Coronavirus Infection in the Cardiorespiratory System,Study of Biomarkers in the Long-term Impact of Coronavirus Infection in the Cardiorespiratory System: Effect of Hydroxychloroquine / Azithromycin Combined Therapy,Not yet recruiting,,,130,Anticipated,University of Sao Paulo General Hospital,,,2,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:29:26 AM,2/1/2021 7:29:26 AM
NCT04666779,"ClinicalTrials.gov processed this data on January 29, 2021",12/11/2020,,,12/16/2020,12/11/2020,12/14/2020,Actual,,,,,,,12/16/2020,12/19/2020,Actual,"December 14, 2020",Anticipated,12/14/2020,December 2020,12/31/2020,"February 28, 2021",Anticipated,2/28/2021,"January 31, 2021",Anticipated,1/31/2021,6 Months,Observational [Patient Registry],,,Access to Chiropractic Care During the COVID-19 Pandemic,Access to Chiropractic Care During the COVID-19 Pandemic: a Prospective Comparative Cohort Trial,Not yet recruiting,,,500,Anticipated,Real Centro Universitario Maria Cristina,,,2,,False,,,,False,False,False,,,,,,,,,Undecided,"All collected IPD will be shared, the format is yet to be decided.",2/1/2021 6:45:38 AM,2/1/2021 6:45:38 AM
NCT04333953,"ClinicalTrials.gov processed this data on January 29, 2021",3/31/2020,,,4/4/2020,4/1/2020,4/3/2020,Actual,,,,,,,4/4/2020,4/7/2020,Actual,"April 1, 2020",Anticipated,4/1/2020,April 2020,4/30/2020,"October 1, 2020",Anticipated,10/1/2020,"October 1, 2020",Anticipated,10/1/2020,1 Month,Observational [Patient Registry],,,COVID-19 in Patients With HIV,Prospective Observational Study for Patients With HIV and Confirmed SARS-CoV-2,Recruiting,,,500,Anticipated,University of Missouri-Columbia,,,,,False,,,,False,False,False,,,,,,,,,Undecided,,2/1/2021 7:32:57 AM,2/1/2021 7:32:57 AM
NCT04316728,"ClinicalTrials.gov processed this data on January 29, 2021",3/14/2020,,,3/19/2020,3/19/2020,3/20/2020,Actual,,,,,,,3/19/2020,3/20/2020,Actual,March 2020,Anticipated,3/31/2020,March 2020,3/31/2020,November 2020,Anticipated,11/30/2020,September 2020,Anticipated,9/30/2020,,Interventional,,,Clinical Performance of the VivaDiag ™ COVID-19 lgM / IgG Rapid Test in Early Detecting the Infection of COVID-19,Clinical Performance of the VivaDiag ™ COVID-19 lgM / IgG Rapid Test in a Cohort of Negative Patients for Coronavirus Infection for the Early Detection of Positive Antibodies for COVID-19,Not yet recruiting,,N/A,200,Anticipated,"Centro Studi Internazionali, Italy",,1,,,False,,,,False,False,False,,,,,,12 months,Still under development,,Yes,Still under development,2/1/2021 7:35:43 AM,2/1/2021 7:35:43 AM
NCT04403906,"ClinicalTrials.gov processed this data on January 29, 2021",5/21/2020,,,5/21/2020,5/21/2020,5/27/2020,Actual,,,,,,,5/21/2020,5/27/2020,Actual,June 2020,Anticipated,6/30/2020,May 2020,5/31/2020,August 2021,Anticipated,8/31/2021,June 2021,Anticipated,6/30/2021,,Interventional,SOCRATES,,Somerset and South Essex Coronavirus Antigen Testing,Evaluation of the PCL Rapid Point of Care Antigen Test for Severe Acute Respiratory Syndrome Coronavirus 2,Not yet recruiting,,N/A,200,Anticipated,Somerset NHS Foundation Trust,,1,,,False,,,,False,False,False,,,,,,on study completion and for 5 years after,other clinical researchers or public health bodies evaluating diagnostic tests for COVID-19,,Yes,anonymised individual data would be available to be shared on request from other research teams/public health bodies but no formal plans in place at time of submission,2/1/2021 7:20:49 AM,2/1/2021 7:20:49 AM
NCT04429828,"ClinicalTrials.gov processed this data on January 29, 2021",6/11/2020,,,6/11/2020,6/11/2020,6/12/2020,Actual,,,,,,,6/11/2020,6/12/2020,Actual,"June 13, 2020",Anticipated,6/13/2020,June 2020,6/30/2020,"December 30, 2020",Anticipated,12/30/2020,"September 30, 2020",Anticipated,9/30/2020,,Interventional,PoWerS,,COVID-19 Psychological Wellbeing for Healthcare Students,PoWerS Study: Psychological Wellbeing for Healthcare Students: Evaluation of a COVID-19 Digital Learning Package,Not yet recruiting,,N/A,45,Anticipated,University of Nottingham,,1,,,False,,,,False,False,False,,,,,,Interview data will be available on request at study end (after publication of findings).,On request.,,Yes,Interview data will be made available on request (after study end).,2/1/2021 7:17:35 AM,2/1/2021 7:17:35 AM
NCT04359875,"ClinicalTrials.gov processed this data on January 29, 2021",4/18/2020,,,4/21/2020,4/21/2020,4/24/2020,Actual,,,,,,,4/21/2020,4/24/2020,Actual,April 2020,Anticipated,4/30/2020,April 2020,4/30/2020,December 2020,Anticipated,12/31/2020,June 2020,Anticipated,6/30/2020,,Interventional,COVIQuest,,A Phone-call With a Student/General Practitioner Team to Impact Morbidity of Chronic Patients During COVID-19 Containment,Does a Systematic Phone-call by a Medical Student/General Practitioner Team in Patients Suffering From a Chronic Condition During the COVID-19 Containment Period Impact One-month Hospitalization's Rate in France? A Cluster Randomized Trial,Not yet recruiting,,N/A,22000,Anticipated,"University Hospital, Tours",,2,,,False,,,,False,False,False,,,,,,1 year,email,,Yes,"One-month-data can be shared, whereas 6-month data are not legally sharable (electronic health records).",2/1/2021 7:28:25 AM,2/1/2021 7:28:25 AM
