nct_id,id,agency_class,lead_or_collaborator,name
NCT04487639,11088870,Other,lead,"University Hospital, Clermont-Ferrand"
NCT04538586,11082758,Other,lead,"University Hospital, Clermont-Ferrand"
NCT04541472,11082418,Other,lead,"University Hospital, Clermont-Ferrand"
NCT04597736,11075591,Other,lead,"University Hospital, Clermont-Ferrand"
NCT04619576,11072870,Other,lead,"University Hospital, Clermont-Ferrand"
NCT04621084,11072675,Other,lead,"University Hospital, Clermont-Ferrand"
NCT04643548,11069914,Other,lead,"University Hospital, Clermont-Ferrand"
NCT04327479,11109979,Other,lead,"University Hospital, Essen"
NCT04368312,11104014,Other,lead,"University Hospital, Essen"
NCT04329546,11109696,Other,lead,"University Hospital, Geneva"
NCT04345848,11107277,Other,lead,"University Hospital, Geneva"
NCT04352582,11106263,Other,lead,"University Hospital, Geneva"
NCT04385212,11101415,Other,lead,"University Hospital, Geneva"
NCT04477473,11090134,Other,lead,"University Hospital, Geneva"
NCT04537559,11082878,Other,lead,"University Hospital, Geneva"
NCT04542044,11082359,Other,lead,"University Hospital, Geneva"
NCT04351581,11106429,Other,lead,"University Hospital, Gentofte, Copenhagen"
NCT04377035,11102679,Other,lead,"University Hospital, Gentofte, Copenhagen"
NCT04326920,11110084,Other,lead,"University Hospital, Ghent"
NCT04330638,11109526,Other,lead,"University Hospital, Ghent"
NCT04340219,11108074,Other,lead,"University Hospital, Ghent"
NCT04382196,11101887,Other,lead,"University Hospital, Ghent"
NCT04382755,11101790,Other,lead,"University Hospital, Ghent"
NCT04396210,11099945,Other,lead,"University Hospital, Ghent"
NCT04615000,11073438,Other,lead,"University Hospital, Ghent"
NCT04625114,11072136,Other,lead,"University Hospital, Ghent"
NCT04365816,11104453,Other,lead,"University Hospital, Grenoble"
NCT04380662,11102146,Other,lead,"University Hospital, Grenoble"
NCT04381312,11102046,Other,lead,"University Hospital, Grenoble"
NCT04406324,11098736,Other,lead,"University Hospital, Grenoble"
NCT04409197,11098397,Other,lead,"University Hospital, Grenoble"
NCT04543006,11082239,Other,lead,"University Hospital, Grenoble"
NCT04596098,11075780,Other,lead,"University Hospital, Grenoble"
NCT04597216,11075655,Other,lead,"University Hospital, Grenoble"
NCT04633980,11071083,Other,lead,"University Hospital, Grenoble"
NCT04657445,11068260,Other,lead,"University Hospital, Ioannina"
NCT04327180,11110060,Other,lead,"University Hospital, Lille"
NCT04336761,11108589,Other,lead,"University Hospital, Lille"
NCT04341792,11107853,Other,lead,"University Hospital, Lille"
NCT04347928,11106968,Other,lead,"University Hospital, Lille"
NCT04351399,11106448,Other,lead,"University Hospital, Lille"
NCT04351490,11106440,Other,lead,"University Hospital, Lille"
NCT04351633,11106424,Other,lead,"University Hospital, Lille"
NCT04353011,11106213,Other,lead,"University Hospital, Lille"
NCT04353609,11106136,Other,lead,"University Hospital, Lille"
NCT04359693,11105253,Other,lead,"University Hospital, Lille"
NCT04359706,11105252,Other,lead,"University Hospital, Lille"
NCT04362267,11104921,Other,lead,"University Hospital, Lille"
NCT04367142,11104178,Other,lead,"University Hospital, Lille"
NCT04371692,11103448,Other,lead,"University Hospital, Lille"
NCT04372082,11103397,Other,lead,"University Hospital, Lille"
NCT04378842,11102425,Other,lead,"University Hospital, Lille"
NCT04391738,11100480,Other,lead,"University Hospital, Lille"
NCT04395599,11100018,Other,lead,"University Hospital, Lille"
NCT04405362,11098834,Other,lead,"University Hospital, Lille"
NCT04426279,11096336,Other,lead,"University Hospital, Lille"
NCT04475211,11090407,Other,lead,"University Hospital, Lille"
NCT04510467,11086120,Other,lead,"University Hospital, Lille"
NCT04513561,11085764,Other,lead,"University Hospital, Lille"
NCT04556630,11080566,Other,lead,"University Hospital, Lille"
NCT04645498,11069712,Other,lead,"University Hospital, Lille"
NCT04337788,11108429,Other,lead,"University Hospital, Limoges"
NCT04350086,11106641,Other,lead,"University Hospital, Limoges"
NCT04350099,11106639,Other,lead,"University Hospital, Limoges"
NCT04353323,11106175,Other,lead,"University Hospital, Limoges"
NCT04481529,11089640,Other,lead,"University Hospital, Limoges"
NCT04723407,11060042,Other,lead,"University Hospital, Limoges"
NCT04400877,11099366,Other,lead,"University Hospital, Linkoeping"
NCT04642196,11070067,Other,lead,"University Hospital, Linkoeping"
NCT04337424,11108502,Other,lead,"University Hospital, Montpellier"
NCT04343339,11107646,Other,lead,"University Hospital, Montpellier"
NCT04345861,11107276,Other,lead,"University Hospital, Montpellier"
NCT04347070,11107116,Other,lead,"University Hospital, Montpellier"
NCT04347850,11106975,Other,lead,"University Hospital, Montpellier"
NCT04355442,11105878,Other,lead,"University Hospital, Montpellier"
NCT04355702,11105843,Other,lead,"University Hospital, Montpellier"
NCT04355715,11105840,Other,lead,"University Hospital, Montpellier"
NCT04356885,11105652,Other,lead,"University Hospital, Montpellier"
NCT04361786,11104993,Other,lead,"University Hospital, Montpellier"
NCT04374643,11103008,Other,lead,"University Hospital, Montpellier"
NCT04376905,11102693,Other,lead,"University Hospital, Montpellier"
NCT04376944,11102689,Other,lead,"University Hospital, Montpellier"
NCT04380714,11102137,Other,lead,"University Hospital, Montpellier"
NCT04381286,11102048,Other,lead,"University Hospital, Montpellier"
NCT04384406,11101531,Other,lead,"University Hospital, Montpellier"
NCT04384419,11101528,Other,lead,"University Hospital, Montpellier"
NCT04393428,11100284,Other,lead,"University Hospital, Montpellier"
NCT04406090,11098761,Other,lead,"University Hospital, Montpellier"
NCT04407494,11098600,Other,lead,"University Hospital, Montpellier"
NCT04407559,11098595,Other,lead,"University Hospital, Montpellier"
NCT04417374,11097382,Other,lead,"University Hospital, Montpellier"
NCT04422574,11096748,Other,lead,"University Hospital, Montpellier"
NCT04443257,11094294,Other,lead,"University Hospital, Montpellier"
NCT04448405,11093668,Other,lead,"University Hospital, Montpellier"
NCT04456010,11092744,Other,lead,"University Hospital, Montpellier"
NCT04492189,11088322,Other,lead,"University Hospital, Montpellier"
NCT04530682,11083737,Other,lead,"University Hospital, Montpellier"
NCT04542083,11082354,Other,lead,"University Hospital, Montpellier"
NCT04587375,11076864,Other,lead,"University Hospital, Montpellier"
NCT04619693,11072856,Other,lead,"University Hospital, Montpellier"
NCT04621552,11072605,Other,lead,"University Hospital, Montpellier"
NCT04641988,11070088,Other,lead,"University Hospital, Montpellier"
NCT04653844,11068678,Other,lead,"University Hospital, Montpellier"
NCT04653857,11068672,Other,lead,"University Hospital, Montpellier"
NCT04655612,11068479,Other,lead,"University Hospital, Montpellier"
NCT04657263,11068279,Other,lead,"University Hospital, Montpellier"
NCT04669054,11066865,Other,lead,"University Hospital, Montpellier"
NCT04679272,11065578,Other,lead,"University Hospital, Montpellier"
NCT04357847,11105527,Other,lead,"University Hospital, Rouen"
NCT04367545,11104115,Other,lead,"University Hospital, Rouen"
NCT04367662,11104102,Other,lead,"University Hospital, Rouen"
NCT04707820,11062039,Other,lead,"University Hospital, Rouen"
NCT04707833,11062038,Other,lead,"University Hospital, Rouen"
NCT04343404,11107639,Other,lead,"University Hospital, Strasbourg, France"
NCT04347512,11107048,Other,lead,"University Hospital, Strasbourg, France"
NCT04359953,11105221,Other,lead,"University Hospital, Strasbourg, France"
NCT04359992,11105216,Other,lead,"University Hospital, Strasbourg, France"
NCT04360707,11105130,Other,lead,"University Hospital, Strasbourg, France"
NCT04362345,11104911,Other,lead,"University Hospital, Strasbourg, France"
NCT04362358,11104910,Other,lead,"University Hospital, Strasbourg, France"
NCT04368390,11104003,Other,lead,"University Hospital, Strasbourg, France"
NCT04370171,11103704,Other,lead,"University Hospital, Strasbourg, France"
NCT04370197,11103702,Other,lead,"University Hospital, Strasbourg, France"
NCT04373486,11103182,Other,lead,"University Hospital, Strasbourg, France"
NCT04385004,11101449,Other,lead,"University Hospital, Strasbourg, France"
NCT04385121,11101428,Other,lead,"University Hospital, Strasbourg, France"
NCT04394429,11100156,Other,lead,"University Hospital, Strasbourg, France"
NCT04405726,11098795,Other,lead,"University Hospital, Strasbourg, France"
NCT04405869,11098782,Other,lead,"University Hospital, Strasbourg, France"
NCT04412473,11097992,Other,lead,"University Hospital, Strasbourg, France"
NCT04415359,11097642,Other,lead,"University Hospital, Strasbourg, France"
NCT04427358,11096210,Other,lead,"University Hospital, Strasbourg, France"
NCT04438941,11094864,Other,lead,"University Hospital, Strasbourg, France"
NCT04441684,11094517,Other,lead,"University Hospital, Strasbourg, France"
NCT04446286,11093923,Other,lead,"University Hospital, Strasbourg, France"
NCT04448743,11093623,Other,lead,"University Hospital, Strasbourg, France"
NCT04452422,11093164,Other,lead,"University Hospital, Strasbourg, France"
NCT04463862,11091785,Other,lead,"University Hospital, Strasbourg, France"
NCT04492267,11088314,Other,lead,"University Hospital, Strasbourg, France"
NCT04515225,11085553,Other,lead,"University Hospital, Strasbourg, France"
NCT04528901,11083943,Other,lead,"University Hospital, Strasbourg, France"
NCT04534400,11083283,Other,lead,"University Hospital, Strasbourg, France"
NCT04609839,11074094,Other,lead,"University Hospital, Strasbourg, France"
NCT04609865,11074092,Other,lead,"University Hospital, Strasbourg, France"
NCT04681157,11065363,Other,lead,"University Hospital, Strasbourg, France"
NCT04681755,11065287,Other,lead,"University Hospital, Strasbourg, France"
NCT04701905,11062780,Other,lead,"University Hospital, Strasbourg, France"
NCT04701944,11062776,Other,lead,"University Hospital, Strasbourg, France"
NCT04703777,11062553,Other,lead,"University Hospital, Strasbourg, France"
NCT04706260,11062231,Other,lead,"University Hospital, Strasbourg, France"
NCT04358952,11105387,Other,lead,"University Hospital, Toulouse"
NCT04360811,11105121,Other,lead,"University Hospital, Toulouse"
NCT04371328,11103499,Other,lead,"University Hospital, Toulouse"
NCT04372680,11103307,Other,lead,"University Hospital, Toulouse"
NCT04375748,11102845,Other,lead,"University Hospital, Toulouse"
NCT04385108,11101429,Other,lead,"University Hospital, Toulouse"
NCT04397822,11099741,Other,lead,"University Hospital, Toulouse"
NCT04397835,11099740,Other,lead,"University Hospital, Toulouse"
NCT04416360,11097514,Other,lead,"University Hospital, Toulouse"
NCT04422587,11096747,Other,lead,"University Hospital, Toulouse"
NCT04422613,11096745,Other,lead,"University Hospital, Toulouse"
NCT04451317,11093308,Other,lead,"University Hospital, Toulouse"
NCT04470869,11090936,Other,lead,"University Hospital, Toulouse"
NCT04474236,11090542,Other,lead,"University Hospital, Toulouse"
NCT04481633,11089628,Other,lead,"University Hospital, Toulouse"
NCT04583865,11077299,Other,lead,"University Hospital, Toulouse"
NCT04584593,11077185,Other,lead,"University Hospital, Toulouse"
NCT04615195,11073421,Other,lead,"University Hospital, Toulouse"
NCT04615676,11073356,Other,lead,"University Hospital, Toulouse"
NCT04619368,11072899,Other,lead,"University Hospital, Toulouse"
NCT04625218,11072126,Other,lead,"University Hospital, Toulouse"
NCT04668170,11066983,Other,lead,"University Hospital, Toulouse"
NCT04358939,11105388,Other,lead,"University Hospital, Tours"
NCT04359511,11105290,Other,lead,"University Hospital, Tours"
NCT04359875,11105230,Other,lead,"University Hospital, Tours"
NCT04364009,11104685,Other,lead,"University Hospital, Tours"
NCT04570202,11078942,Other,lead,"University Hospital, Tours"
NCT04418557,11097232,Other,lead,University Hospitals Cleveland Medical Center
NCT04489628,11088612,Other,lead,University Hospitals Cleveland Medical Center
NCT04516915,11085330,Other,lead,University Hospitals Coventry and Warwickshire NHS Trust
NCT04407156,11098646,Other,lead,University Hospitals of Derby and Burton NHS Foundation Trust
NCT04579562,11077826,Other,lead,University Hospitals of Derby and Burton NHS Foundation Trust
NCT04583293,11077359,Other,lead,University Hospitals of Derby and Burton NHS Foundation Trust
NCT04594291,11076008,Other,lead,University Hospitals of Derby and Burton NHS Foundation Trust
NCT04651413,11068970,Other,lead,University Hospitals of North Midlands NHS Trust
NCT04359459,11105296,Other,lead,University Medical Center Groningen
NCT04460170,11092219,Other,lead,University Medical Center Groningen
NCT04497519,11087684,Other,lead,University Medical Center Groningen
NCT04681092,11065369,Other,lead,University Medical Center Groningen
NCT04635592,11070884,Other,lead,University Medical Centre Ljubljana
NCT04370119,11103714,Other,lead,University Medicine Greifswald
NCT04619407,11072893,Other,lead,University Medicine Greifswald
NCT04703907,11062540,Other,lead,University Medicine Greifswald
NCT04569825,11078987,Other,lead,University Of Anbar
NCT04375202,11102931,Other,lead,University Of Perugia
NCT04321096,11110900,Other,lead,University of Aarhus
NCT04327674,11109953,Other,lead,University of Aarhus
NCT04401163,11099306,Other,lead,University of Aarhus
NCT04594668,11075969,Other,lead,University of Aarhus
NCT04663906,11067467,Other,lead,University of Aberdeen
NCT04696913,11063382,Other,lead,University of Aberdeen
NCT04338126,11108389,Other,lead,University of Alabama at Birmingham
NCT04362111,11104945,Other,lead,University of Alabama at Birmingham
NCT04539795,11082622,Other,lead,University of Alabama at Birmingham
NCT04581811,11077537,Other,lead,University of Alabama at Birmingham
NCT04587323,11076869,Other,lead,University of Alabama at Birmingham
NCT04604743,11074727,Other,lead,University of Alabama at Birmingham
NCT04644172,11069850,Other,lead,University of Alabama at Birmingham
NCT04723589,11060020,Other,lead,University of Alabama at Birmingham
NCT04347798,11106983,Other,lead,University of Alberta
NCT04385940,11101318,Other,lead,University of Alberta
NCT04500639,11087341,Other,lead,University of Alberta
NCT04525404,11084318,Other,lead,University of Alberta
NCT04666558,11067163,Other,lead,University of Alberta
NCT04329533,11109698,Other,lead,University of Arizona
NCT04374786,11102978,Other,lead,University of Arizona
NCT04668209,11066978,Other,lead,University of Arizona
NCT04363034,11104827,Other,lead,University of Arkansas
NCT04474496,11090501,Other,lead,University of Arkansas
NCT04343092,11107676,Other,lead,University of Baghdad
NCT04706390,11062217,Other,lead,University of Bergen
NCT04380909,11102107,Other,lead,University of Bern
NCT04602481,11075008,Other,lead,University of Bern
NCT03331445,11236085,Industry,collaborator,Mallinckrodt
NCT03305341,11239391,Industry,collaborator,PPD
NCT03963622,11156675,Other,collaborator,Applied Health Research Centre
NCT03188796,11254101,Other,collaborator,Barmherzige Brüder Vienna
NCT03871491,11168055,Other,collaborator,Bill and Melinda Gates Foundation
NCT03871491,11168050,Other,collaborator,Boston University
NCT03963622,11156673,Other,collaborator,Canadian Institutes of Health Research (CIHR)
NCT03188796,11254107,Other,collaborator,Centre Hospitalier Régional de la Citadelle
NCT03871491,11168052,Other,collaborator,Indiana University School of Medicine
NCT03871491,11168044,Other,collaborator,Institute of Nutrition of Central America and Panama
NCT03871491,11168046,Other,collaborator,"International Centre for Diarrhoeal Disease Research, Bangladesh"
NCT03188796,11254099,Other,collaborator,Johannes Kepler University of Linz
NCT03188796,11254106,Other,collaborator,KABEG Management
NCT03871491,11168056,Other,collaborator,KLE University's Jawaharlal Nehru Medical College
NCT03188796,11254105,Other,collaborator,Kages
NCT03871491,11168042,Other,collaborator,Kinshasa School of Public Health
NCT03188796,11254098,Other,collaborator,Klinikum Klagenfurt am Wörthersee
NCT03188796,11254100,Other,collaborator,Krankenhaus Barmherzige Schwestern Linz
NCT03871491,11168051,Other,collaborator,"Lata Medical Research Foundation, Nagpur"
NCT03680274,11192074,Other,collaborator,Lotte & John Hecht Memorial Foundation
NCT03188796,11254096,Other,collaborator,Medical University Innsbruck
NCT03188796,11254095,Other,collaborator,Medical University of Vienna
NCT03871491,11168053,Other,collaborator,Moi Univeristy
NCT03042143,11272694,Other,collaborator,NHS Blood and Transplant
NCT03708718,11188555,Other,collaborator,Versus Arthritis
NCT03188796,11254110,Other,collaborator,Wuerzburg University Hospital
NCT03738774,11184688,U.S. Fed,collaborator,United States Department of Defense
NCT03891420,11165560,Industry,lead,BioCryst Pharmaceuticals
NCT03331445,11236084,Industry,lead,Chris Miller
NCT03305341,11239390,Industry,lead,"Han Xu, M.D., Ph.D., Sponsor-Investigator, IRB Chair"
NCT03348670,11233936,Industry,lead,"Han Xu, M.D., Ph.D., Sponsor-Investigator, IRB Chair"
NCT03452774,11220812,Industry,lead,"Massive Bio, Inc."
NCT03474965,11218030,Industry,lead,Novartis Pharmaceuticals
NCT03852537,11170365,Other,lead,Mayo Clinic
NCT03188796,11254094,Other,lead,Medical University of Graz
NCT03871491,11168038,Other,lead,NICHD Global Network for Women's and Children's Health
NCT02735707,11310801,Other,lead,MJM Bonten
NCT02765191,11307146,Other,lead,Uppsala University
NCT04323644,11110492,Other,lead,University of Birmingham
NCT04384926,11101462,Other,lead,University of Birmingham
NCT04386070,11101290,Other,lead,University of Birmingham
NCT04509986,11086175,Other,lead,University of Birmingham
NCT04316949,11111472,Other,lead,University of Bologna
NCT04691895,11064083,Other,lead,University of Bologna
NCT04360733,11105128,Other,lead,University of Bonn
NCT04490200,11088537,Other,lead,University of Brasilia
NCT04363008,11104829,Other,lead,University of British Columbia
NCT04366141,11104413,Other,lead,University of British Columbia
NCT04400279,11099438,Other,lead,University of British Columbia
NCT04412343,11098008,Other,lead,University of British Columbia
NCT04492527,11088288,Other,lead,University of British Columbia
NCT04510623,11086091,Other,lead,University of British Columbia
NCT04602832,11074963,Other,lead,University of British Columbia
NCT04606563,11074484,Other,lead,University of British Columbia
NCT04665193,11067328,Other,lead,University of British Columbia
NCT04702945,11062645,Other,lead,University of British Columbia
NCT04480580,11089766,Other,lead,University of Cagliari
NCT04635813,11070863,Other,lead,University of Cagliari
NCT04330261,11109584,Other,lead,University of Calgary
NCT04402879,11099100,Other,lead,University of Calgary
NCT04423042,11096689,Other,lead,University of Calgary
NCT04473599,11090610,Other,lead,"University of California, Berkeley"
NCT04376593,11102742,Other,lead,"University of California, Davis"
NCT04519216,11085016,Other,lead,"University of California, Davis"
NCT04376515,11102752,Other,lead,"University of California, Irvine"
NCT04530500,11083760,Other,lead,"University of California, Irvine"
NCT04555122,11080780,Other,lead,"University of California, Irvine"
NCT04355143,11105925,Other,lead,"University of California, Los Angeles"
NCT04359602,11105273,Other,lead,"University of California, Los Angeles"
NCT04373135,11103247,Other,lead,"University of California, Los Angeles"
NCT04459520,11092293,Other,lead,"University of California, Los Angeles"
NCT04462848,11091911,Other,lead,"University of California, Los Angeles"
NCT04472559,11090747,Other,lead,"University of California, Los Angeles"
NCT04366050,11104427,Other,lead,"University of California, San Diego"
NCT04491227,11088420,Other,lead,"University of California, San Diego"
NCT04323839,11110458,Other,lead,"University of California, San Francisco"
NCT04362150,11104940,Other,lead,"University of California, San Francisco"
NCT04388605,11100846,Other,lead,"University of California, San Francisco"
NCT04409873,11098314,Other,lead,"University of California, San Francisco"
NCT04485130,11089222,Other,lead,"University of California, San Francisco"
NCT04548544,11081597,Other,lead,"University of California, San Francisco"
NCT04569344,11079044,Other,lead,"University of California, San Francisco"
NCT04630015,11071587,Other,lead,"University of California, San Francisco"
NCT04412369,11098003,Other,lead,University of Cambridge
NCT04407663,11098578,Other,lead,University of Campania Luigi Vanvitelli
NCT04637906,11070589,Other,lead,University of Campania Luigi Vanvitelli
NCT04699578,11063055,Other,lead,University of Campania Luigi Vanvitelli
NCT04369794,11103757,Other,lead,"University of Campinas, Brazil"
NCT04360759,11105126,Other,lead,University of Cape Town
NCT04367207,11104168,Other,lead,University of Cape Town
NCT04523090,11084560,Other,lead,University of Cape Town
NCT04322344,11110685,Other,lead,University of Catanzaro
NCT04322513,11110659,Other,lead,University of Catanzaro
NCT04385043,11101441,Other,lead,University of Catanzaro
NCT04331795,11109309,Other,lead,University of Chicago
NCT04340050,11108101,Other,lead,University of Chicago
NCT04351620,11106425,Other,lead,University of Chicago
NCT04360538,11105162,Other,lead,University of Chicago
NCT04361214,11105059,Other,lead,University of Chicago
NCT04479358,11089915,Other,lead,University of Chicago
NCT04352634,11106259,Other,lead,University of Chile
NCT04451174,11093322,Other,lead,University of Chile
NCT04609332,11074150,Other,lead,University of Chile
NCT04642703,11070010,Other,lead,University of Chile
NCT04699916,11063020,Other,lead,University of Chile
NCT04341675,11107868,Other,lead,University of Cincinnati
NCT04351854,11106383,Other,lead,University of Cologne
NCT04631666,11071400,Other,lead,University of Cologne
NCT04631705,11071382,Other,lead,University of Cologne
NCT04340479,11108044,Other,lead,"University of Colorado, Denver"
NCT04360876,11105113,Other,lead,"University of Colorado, Denver"
NCT04372368,11103364,Other,lead,"University of Colorado, Denver"
NCT04376710,11102719,Other,lead,"University of Colorado, Denver"
NCT04431869,11095701,Other,lead,"University of Colorado, Denver"
NCT04457817,11092507,Other,lead,"University of Colorado, Denver"
NCT04471051,11090916,Other,lead,"University of Colorado, Denver"
NCT04542421,11082314,Other,lead,"University of Colorado, Denver"
NCT04407390,11098610,Other,lead,University of Copenhagen
NCT04705753,11062300,Other,lead,University of Crete
NCT04649957,11069119,Other,lead,University of Derby
NCT04583449,11077343,Other,lead,University of East London
NCT04382131,11101895,Other,lead,University of Edinburgh
NCT04473053,11090674,Other,lead,University of Edinburgh
NCT04527458,11084103,Other,lead,University of Edinburgh
NCT04625075,11072140,Other,lead,University of Edinburgh
NCT04420806,11096961,Other,lead,University of Erlangen-Nürnberg Medical School
NCT04444661,11094111,Other,lead,University of Erlangen-Nürnberg Medical School
NCT04581148,11077626,Other,lead,University of Erlangen-Nürnberg Medical School
NCT04712344,11061470,Other,lead,University of Erlangen-Nürnberg Medical School
NCT04590469,11076469,Other,lead,University of Exeter
NCT04446169,11093937,Other,lead,University of Florence
NCT04509999,11086174,Other,lead,University of Florida
NCT04588441,11076739,Other,lead,University of Florida
NCT04351906,11106371,Other,lead,University of Giessen
NCT04353583,11108085,Other,lead,University of Giessen
NCT04442789,11094341,Other,lead,University of Giessen
NCT04569877,11078982,Other,lead,University of Giessen
NCT04538469,11082775,Other,lead,University of Glasgow
NCT04535297,11083176,Other,lead,University of Haifa
NCT04360551,11105157,Other,lead,University of Hawaii
NCT04548557,11081594,Other,lead,University of Health Sciences Lahore
NCT04442191,11094445,Other,lead,University of Illinois at Chicago
NCT04329897,11109636,Other,lead,University of Iowa
NCT04360824,11105120,Other,lead,University of Iowa
NCT04665245,11067324,Other,lead,University of Iowa
NCT04338958,11108263,Other,lead,University of Jena
NCT04726865,11059589,Other,lead,University of Jordan
NCT04335123,11108822,Other,lead,University of Kansas Medical Center
NCT04481685,11089623,Other,lead,University of Kansas Medical Center
NCT04568148,11079208,Other,lead,University of Kansas Medical Center
NCT04659707,11068006,Other,lead,University of Kansas Medical Center
NCT04412330,11098010,Other,lead,University of Kentucky
NCT04424940,11096479,Other,lead,University of Kinshasa
NCT04332913,11109155,Other,lead,University of L'Aquila
NCT04471831,11090829,Other,lead,"University of Lagos, Nigeria"
NCT04621214,11072657,Other,lead,University of Lahore
NCT04682574,11065204,Other,lead,University of Lahore
NCT04686760,11064733,Other,lead,University of Lahore
NCT04690920,11064200,Other,lead,University of Lahore
NCT04407598,11098586,Other,lead,University of Leicester
NCT04481646,11089626,Other,lead,University of Leicester
NCT04615741,11073349,Other,lead,University of Lethbridge
NCT04413877,11097822,Other,lead,University of Liege
NCT04445454,11094023,Other,lead,University of Liege
NCT04498507,11087566,Other,lead,University of Liege
NCT04558476,11080355,Other,lead,University of Liege
NCT04604769,11074725,Other,lead,University of Liege
NCT04636086,11070827,Other,lead,University of Liege
NCT04474444,11090520,Other,lead,University of Lincoln
NCT04370808,11103602,Other,lead,University of Lisbon
NCT04388579,11100849,Other,lead,University of Lisbon
NCT04672590,11066423,Other,lead,University of Liverpool
NCT04376996,11102684,Other,lead,University of Ljubljana
NCT04647305,11069448,Other,lead,"University of Los Andes, Columbia"
NCT04400019,11099472,Other,lead,University of Malaga
NCT04547634,11081696,Other,lead,University of Malaga
NCT04345445,11107324,Other,lead,University of Malaya
NCT04362319,11104915,Other,lead,University of Malaya
NCT04371302,11103503,Other,lead,University of Malaya
NCT04385576,11101368,Other,lead,University of Malaya
NCT04447209,11093819,Other,lead,University of Malaya
NCT04547218,11081758,Other,lead,University of Malaya
NCT04363047,11104826,Other,lead,University of Manchester
NCT04462757,11091921,Other,lead,University of Manchester
NCT04522128,11084685,Other,lead,University of Manchester
NCT04413006,11097936,Other,lead,University of Manitoba
NCT04615208,11073417,Other,lead,University of Manitoba
NCT04644341,11069829,Other,lead,University of Manitoba
NCT04713163,11061367,Other,lead,University of Manitoba
NCT04394416,11100157,Other,lead,"University of Maryland, Baltimore"
NCT04606069,11074549,Other,lead,"University of Maryland, Baltimore"
NCT04673318,11066338,Other,lead,"University of Massachusetts, Amherst"
NCT04706403,11062216,Other,lead,"University of Massachusetts, Worcester"
NCT04483960,11089357,Other,lead,University of Melbourne
NCT04341935,11107833,Other,lead,University of Miami
NCT04378803,11102429,Other,lead,University of Miami
NCT04431856,11095702,Other,lead,University of Miami
NCT04440098,11094743,Other,lead,University of Miami
NCT04513314,11085791,Other,lead,University of Miami
NCT04665258,11067323,Other,lead,University of Miami
NCT04462783,11091917,Other,lead,University of Michigan
NCT04540939,11082482,Other,lead,University of Michigan
NCT04706533,11062198,Other,lead,University of Michigan
NCT04307459,11112809,Other,lead,University of Milan
NCT04365517,11104493,Other,lead,University of Milan
NCT04368377,11104005,Other,lead,University of Milan
NCT04382794,11101777,Other,lead,University of Milan
NCT04649944,11069122,Other,lead,University of Milan
NCT04365959,11104436,Other,lead,University of Milano Bicocca
NCT04382235,11101882,Other,lead,University of Milano Bicocca
NCT04395482,11100030,Other,lead,University of Milano Bicocca
NCT04412265,11098021,Other,lead,University of Milano Bicocca
NCT04424992,11096470,Other,lead,University of Milano Bicocca
NCT04427332,11096212,Other,lead,University of Milano Bicocca
NCT04427345,11096211,Other,lead,University of Milano Bicocca
NCT04435327,11095283,Other,lead,University of Milano Bicocca
NCT04526405,11084218,Other,lead,University of Milano Bicocca
NCT04567836,11079234,Other,lead,University of Milano Bicocca
NCT04649996,11069116,Other,lead,University of Milano Bicocca
NCT04670094,11066711,Other,lead,University of Milano Bicocca
NCT04694482,11063756,Other,lead,University of Milano Bicocca
NCT04308668,11112637,Other,lead,University of Minnesota
NCT04328467,11109848,Other,lead,University of Minnesota
NCT04339998,11108110,Other,lead,University of Minnesota
NCT04385251,11101407,Other,lead,University of Minnesota
NCT04396600,11099903,Other,lead,University of Minnesota
NCT04473183,11090661,Other,lead,University of Minnesota
NCT04526769,11084173,Other,lead,University of Minnesota
NCT04333953,11109011,Other,lead,University of Missouri-Columbia
NCT04649658,11069160,Other,lead,University of Modena and Reggio Emilia
NCT04666246,11067207,Other,lead,University of Modena and Reggio Emilia
NCT04445337,11094035,Other,lead,University of Nebraska
NCT04409535,11098352,Other,lead,University of New Mexico
NCT04434131,11095411,Other,lead,University of New Mexico
NCT04435808,11095235,Other,lead,University of New Mexico
NCT04458948,11092369,Other,lead,University of New Mexico
NCT04520191,11084896,Other,lead,University of New Mexico
NCT04367740,11104091,Other,lead,"University of North Carolina, Chapel Hill"
NCT04445233,11094048,Other,lead,"University of North Carolina, Chapel Hill"
NCT04524507,11084402,Other,lead,"University of North Carolina, Chapel Hill"
NCT04584684,11077176,Other,lead,"University of North Carolina, Chapel Hill"
NCT04595695,11075826,Other,lead,"University of North Carolina, Chapel Hill"
NCT04410016,11098296,Other,lead,University of Nottingham
NCT04429828,11095923,Other,lead,University of Nottingham
NCT04386694,11101150,Other,lead,University of Nove de Julho
NCT04416919,11097442,Other,lead,University of Oklahoma
NCT04707534,11104023,Other,lead,University of Oklahoma
NCT04356365,11105729,Other,lead,University of Oslo
NCT04374097,11103074,Other,lead,University of Oslo
NCT04377074,11102670,Other,lead,University of Oslo
NCT04442204,11094443,Other,lead,University of Oslo
NCT04442217,11094441,Other,lead,University of Oslo
NCT04442243,11094438,Other,lead,University of Oslo
NCT04442282,11094433,Other,lead,University of Oslo
NCT04442308,11094430,Other,lead,University of Oslo
NCT04442360,11094400,Other,lead,University of Oslo
NCT04442386,11094397,Other,lead,University of Oslo
NCT04443361,11094281,Other,lead,University of Oslo
NCT04443699,11094216,Other,lead,University of Oslo
NCT04443764,11094210,Other,lead,University of Oslo
