nct_id,id,intervention_type,name,description
NCT04568655,12302712,Device,noninvasive ventilation,noninvasive ventilation to support the covid-19 patients with respiratory failure
NCT04568564,12302722,Other,"breathing exercise, intensive spirometry use, supported cough, progressive mobilisation and ambulation","the exercise program includes breathing exercises (chest-abdominal-lateral basal breathing; 10 repetitions), use of intensive spirometry (20 repetitions) and assisted coughing. apart from this, a progressive mobilization program will be applied considering patient tolerance and hemodynamic parameters, starting after the patient is taken to the service room. the teleconference exercise call will be continued from the postop 1st day until discharge, twice a day."
NCT04568564,12302723,Other,exercise booklet,"patients will be interviewed by videoconferencing method at least 1 day before the operation, their first evaluation will be taken and an exercise booklet will be given."
NCT04568096,12302786,Combination Product,aerosolized all-trans retinoic acid plus oral tamoxifen,after randomization and standard treatment the infected patients will receive aerosolized all-trans retinoic acid in gradual in 2 divided doses increases from 0.2 mg/kg/day to 4 mg/kg/day as inhaled all-trans retinoic acid therapy plus tamoxifen 20mg orally once daily. for 14 days
NCT04568096,12302787,Other,standard treatment for covid-19,standard treatment is according to the protocol of treatment of 2019-ncov infection
NCT04568525,12302725,Diagnostic Test,passive microwave radiometry,"the mwr2020 (ormer rtm-01-res) device is a unique commercially available ce marked device. it is registered in uk mhra mdn 40802 as microwave thermography system for clinical studies. the device is already registered in kyrgyzstan for breast cancer diagnostics. during the 1980-90s there were several works on identification of excess of microwave emission due to fluid in lungs (on phantoms) which could be indication of inflammatory, process, cancer and other lung disorders.later results were confirmed by clinical studies for lung cancer"
NCT04568421,12302735,Drug,immunosuppressive agents,immunomodulatory and/or immunosuppressive drugs according to the indication of the treating physician
NCT04568356,12302743,Diagnostic Test,direct antigen tests for covid-19,rapid antigen diagnostic device performance comparative to rt-pcr
NCT04568044,12302794,Procedure,blood sample,peripheral blood sample will be obtained.
NCT04568031,12302795,Drug,azd1222,"for subjects in part 1 will have that route of administration as intramuscular, 5 × 1010 vp (nominal, ± 1.5 × 1010 vp) on v2"
NCT04568031,12302796,Drug,saline,for subjects in placebo will have that route of administration as intramuscular 0.9% (w/v) saline on v2 and v6.
NCT04568018,12302797,Drug,surfactant,inhalation of surfactant emulsion at 150 mg
NCT04567953,12302801,Other,data collection,use spectrum solutions sdna1000 or orasure collection kit or dry tube to collect 1-3 ml of saliva
NCT04567927,12302803,Other,ultrasonography,venous compression ultrasonography using real-time b-mode and colour doppler in transverse and longitudinal views
NCT04567836,12302812,Other,investigation of the prevalence of test positivity,"the study consists of an investigation by means of a prospective observational study with the aim of assess the prevalence of test positivity (swab or serological examination) ti covid-19 in relation to the duties and related occupational risk.~it is used clia method test designed to recognize igg antibodies directed against the s1 and s2 domains of the sars-cov-2 virus spike protein, selected for their ability to provide specificity for sars-cov-2 compared to other coronaviruses ."
NCT04567810,12302814,Drug,anti-sars-cov-2 igy,anti-sars-cov-2 igy preparation in liquid administered with a bottle with a dropper.
NCT04567810,12302815,Drug,placebo,placebo matching anti-sars-cov-2 igy preparation in liquid administered with a bottle with a dropper.
NCT04567576,12302840,Drug,disease-modifying antirheumatic drugs (dmards),"within a non-experimental setting, the routine disease-modifying antirheumatic drugs (dmards) prescription will be evaluated as the exposure."
NCT04567173,12302889,Drug,convalescent plasma,convalescent plasma derived from whole blood donors or standard pheresis from a volunteer who recovered from covid-19
NCT04566965,12302916,Diagnostic Test,sars-cov-2,"testing weekly samples from nasal swabs to promptly diagnose acute covid-19 infection.~testing monthly serum samples to document post-viral infection."
NCT04566770,12302953,Biological,recombinant novel coronavirus vaccine (adenovirus type 5 vector),intramuscular other name:ad5-ncov
NCT04566770,12302954,Biological,recombinant novel coronavirus vaccine (adenovirus type 5 vector),intramuscular other name:ad5-ncov
NCT04566276,12303016,Biological,chulacov19 mrna vaccine,novel lipid nanoparticles (lnps)-encapsulated mrna-based chulacov19 investigational vaccine
NCT04565522,12303100,Other,prospective observation,prospective observation until one year follow-up
NCT04565509,12303101,Behavioral,general communication message,a messaging strategy will be developed from focus groups that generally describes covid-19 and the importance of testing.
NCT04565665,12303085,Other,best practice,receive standard of care
NCT04565665,12303086,Biological,mesenchymal stromal cells,given iv
NCT04565509,12303102,Behavioral,focused/targeted message,a messaging strategy that is developed from focus groups that is targeted to address specific concerns of the different communities. messages may target groups being tested (staff versus students) or sociodemographic or race/ethnicity differences between schools depending on the focus groups input.
NCT04565509,12303103,Behavioral,best message alone,the best message will be either the general or focused/targeted message described above.
NCT04565509,12303104,Behavioral,best message + augmented message or implementation strategy,the augmented messaging and implementation strategies will be informed by the barriers and facilitators identified based on the cfir domains and results of focus groups and surveys in aim 2.
NCT04565392,12303116,Drug,famotidine 20 milligram tablet,1 tablet every 12 hours and increase to 1 tablet every 8 hours if not improved by the second day of treatment
NCT04565379,12303117,Drug,nusepin® 0.1 mg,nusepin® 0.1 mg
NCT04565379,12303118,Drug,nusepin® 0.1 mg,nusepin® 0.2 mg
NCT04565379,12303119,Drug,placebo,normal saline
NCT04565197,12303140,Biological,convalescent plasma,"transfuse 2 aliquots of plasma (200 ml x 2) per patient.~transfuse first aliquot for 2-3 hours (~1.4 to 2 ml/min)~transfuse second aliquot at same rate 2 hours after completion of first aliquot"
NCT04565106,12303148,Device,closed-loop control of oxygen supplementation by o2matic,closed-loop control of oxygen supplementation to achieve a target spo2 of 92 - 96 %
NCT04564716,12303184,Biological,gam-covid-vac,vaccine for intramuscular injection
NCT04564716,12303185,Other,placebo,placebo comparator
NCT04322344,12334075,Drug,escin,treatment with escin or escinate sodium
NCT04564040,12303264,Drug,acalabrutinib treatment a,participants will receive 100 mg at suspension in water via ng tube.
NCT04564040,12303265,Drug,acalabrutinib treatment a,participants will receive 100 mg acalabrutinib capsule suspension via ng tube.
NCT04344730,12984414,Procedure,hfnc,"tin the high-flow-nasal cannula group, oxygen will be delivered through a heated humidifier (airvo-2, fisher and paykel healthcare) and applied continuously through large-bore binasal prongs, with a gas flow rate of 30 liters per minute and adjusted based on the clinical response. fio2 will be adjusted for the target spo2"
NCT04344730,12984415,Procedure,mechanical ventilation,"the oxygen flow will be adjusted to maintain an oxygen saturation level of 92% or more, as measured by means of pulse oximetry (spo2)"
NCT04344184,12984416,Drug,ascorbic acid,50 mg/kg intravenous vitamin c infusion every 6 hours for up to 96 hours
NCT04344184,12984417,Other,placebo,dextrose 5% water
NCT04343248,12984419,Drug,nitazoxanide,nitazoxanide 600 mg administered orally twice daily for six weeks
NCT04343248,12984420,Drug,placebo,placebo administered orally twice daily for six weeks
NCT04343248,12984421,Dietary Supplement,vitamin super b-complex,vitamin super b-complex administered orally twice daily to maintain the blind
NCT04340232,12984435,Drug,baricitinib,subjects will receive a 2 mg oral dose of baricitinib.
NCT04335084,12984479,Drug,hydroxychloroquine,prophylaxis treatment for covid-19
NCT04335084,12984480,Dietary Supplement,vitamin c,prophylaxis treatment for covid-19
NCT04335084,12984481,Dietary Supplement,vitamin c,prophylaxis treatment for covid-19
NCT04335084,12984482,Dietary Supplement,zinc,prophylaxis treatment for covid-19
NCT04717011,12991984,Diagnostic Test,pcr test,pcr test in two different semen samples from each patient: first with positive diagnosis for covid-19 and the second after negative diagnosis for covid-19.
NCT04701489,12992057,Device,splenic ultrasound,ge logiq e10 device with c1-6 ultrasound probe
NCT04668950,12992181,Drug,fluvoxamine,"up to 200mg per day (2 capsules per day) as tolerated, for approximately 15 days"
NCT04668950,12992182,Drug,placebo,will take 2 capsules per day as tolerated for approximately 15 days
NCT04661839,12992208,Biological,covid-higiv,covid-higiv is a purified immunoglobulin g (igg) liquid preparation containing antibodies (including neutralizing antibodies) to sars-cov-2. covid-higiv will be administered via intravenous infusion.
NCT04661839,12992209,Other,placebo,the reference product is a liquid solution of normal saline (0.9% weight per unit volume (w/v) sodium chloride). placebo will be administered via intravenous infusion.
NCT04659239,12992223,Biological,inactivated sars-cov-2 vaccine (vero cell),the inactivated sars-cov-2 vaccine (vero cell) was manufactured by imbcams. each dose of 0.5ml is for per person per time use.
NCT04659239,12992224,Biological,placebo,the placebo was manufactured by imbcams. each dose of 0.5ml is for per person per time use.
NCT04651790,12992257,Biological,sars-cov-2 inactivated vaccine,"the vaccine contains inactivated sars-cov-2 virus, aluminum hydroxide, disodium hydrogen phosphate, sodium dihydrogen phosphate and sodium chloride.the final product will be supplied in a pre-filled syringe containing 0.5 ml of solution for injection that corresponds to a dose of the vaccine."
NCT04643678,12992292,Drug,anakinra,"patient will receive anakinra 100 mg sc injection every 12 hours for 3 days, then 100 mg once daily from day 4 to day 7 plus standard of care"
NCT04643678,12992293,Other,standard treatment for covid-19,patients will receive the standard of care therapy as per the local treatment protocol
NCT04642950,12992294,Drug,sargramostim,250 μg/vial of sargramostim will be dissolved in 4 ml of physiological saline and 125 μg of which will be administered using inhaler twice daily in approximately 10-15 minutes.
NCT04642950,12992295,Drug,placebo,2 ml of physiological saline will be administered using inhaler twice daily in approximately 10-15 minutes.
NCT04641195,12992298,Dietary Supplement,cholecalciferol,"180,000 international units (iu) of vitamin d3 at enrollment, followed by 2000 iu once per day from enrollment to 8 weeks"
NCT04641195,12992299,Dietary Supplement,zinc (zinc gluconate),40mg of zinc gluconate taken once per day from enrollment to 8 weeks
NCT04641195,12992300,Dietary Supplement,zinc (zinc gluconate) & vitamin d (cholecalciferol),"180,000 iu of vitamin d3 at enrollment, followed by 2000 iu of vitamin d3 and 40mg of zinc gluconate once per day from enrollment to 8 weeks"
NCT04641195,12992301,Other,placebo,placebo vitamin d bolus at enrollment followed by placebo daily vitamin d maintenance doses and placebo daily zinc supplements.
NCT04631497,12992345,Diagnostic Test,test,"beck's test~test stai~test pss~the scale of the fascination with death~cope"
NCT04590586,12992521,Drug,standard treatment for covid-19,standard of care (soc) treatment for covid-19 infection in line with institutional practice. the soc may change as new information becomes available about treating covid-19.
NCT04590586,12992522,Drug,apremilast,apremilast administered orally as a tablet.
NCT04590586,12992523,Drug,placebo,matching apremilast placebo administered orally as a tablet.
NCT04590586,12992524,Drug,lanadelumab,lanadelumab administered as an intravenous (iv) infusion.
NCT04590586,12992525,Drug,placebo,matching lanadelumab placebo (normal saline) administered as an intravenous (iv) infusion.
NCT04590586,12992526,Drug,zilucoplan,"zilucoplan administered as a subcutaneous (sc) injection in the abdomen, thigh, or upper arm."
NCT04590586,12992527,Drug,placebo,"matching zilucoplan placebo administered as a subcutaneous (sc) injection in the abdomen, thigh, or upper arm."
NCT04582201,12992557,Drug,agent-797,agent-797 is an off-the shelf cell therapy consisting of ≥ 95% allogeneic human unmodified inkt isolated from 1 healthy donor mononuclear cell apheresis unit and expanded ex-vivo.
NCT04568889,12992624,Behavioral,a $20 survey incentive,individuals see a 10 dollar incentive on the flyers advertising the baseline survey.
NCT04568889,12992625,Behavioral,a $20 survey incentive,individuals see a 10 dollar incentive on the flyers advertising the baseline survey.
NCT04568889,12992626,Behavioral,emphasis of government involvement,"individuals see a message emphasizing the involvement of the government in the study,"
NCT04568889,12992627,Behavioral,emphasis of academic researchers involvement,"individuals see a message emphasizing the involvement of academic researchers in the study,"
NCT04568889,12992628,Behavioral,cost-benefit frame,individuals will see messaging that emphasizes the public health benefits of answering the survey questions in the baseline survey (cost-benefit frame).
NCT04568889,12992629,Behavioral,duty frame,"individuals will see messaging that emphasizes an individual's responsibility to their community in the baseline survey (duty frame),"
NCT04568889,12992630,Behavioral,racial/ethnic frame,individuals will see messaging that emphasizes the disproportionate impact of covid-19 on certain ethnic and racial groups in the baseline survey.
NCT04568889,12992631,Behavioral,no messaging,individuals will see no messaging in the baseline survey.
NCT04568811,12992632,Biological,adenovirus type-5 vectored covid-19 vaccine,low dose adenovirus type-5 vectored covid-19 vaccine (5e10 vp)
NCT04547127,12992708,Biological,convalescent plasma,intravenous infusion.
NCT04547127,12992709,Drug,standard treatment for covid-19,smt
NCT04526717,12992830,Drug,mpt0b640,"each dose of mpt0b640 will be administrated per cohort. (15, 30, 60, 80, 100 mg of mpt0b640)"
NCT04524962,12992838,Biological,descartes 30,mesenchymal stem cells or mscs rna-engineered to secrete a combination of dnases.
NCT04517188,12992871,Drug,povidone-iodine,single topical administration
NCT04511923,12992891,Drug,nebulised heparin,nebulised unfractionated heparin 25000 units administered 6 hourly for 10 days
NCT04504032,12992933,Drug,rivaroxaban,"participants will receive rivaroxaban 10 milligram (mg) tablet by mouth, once daily for 21 days"
NCT04504032,12992934,Drug,placebo,"participants will receive placebo (multi-vitamin supplement) tablet by mouth, once daily for 21 days"
NCT04487197,12992986,Procedure,blood sample for seroepidemiological investigation,blood sample for seroepidemiological investigation
NCT04480424,12993007,Biological,gamunex-c,"intravenous immune globulin (human), 10% caprylate/chromatography purified"
NCT04480424,12993008,Drug,standard treatment for covid-19,smt
NCT04453891,12993065,Device,monitoring physiological data with the hexoskin smart shirt,participants will be monitored using a validated biometric garment (hexoskin smart shirt). cardiorespiratory and activity data will be collected over a 28-day monitoring period. participants will be invited to wear the shirt during the day and at night.
NCT04432324,12993119,Biological,intravenous immunoglobulin,ivig intravenous infusion
NCT04432324,12993120,Drug,standard treatment for covid-19,smt
NCT04409483,12993170,Drug,lopinavir-ritonavir drug combination,400mg/100mg taken orally twice daily for 14 days.
NCT04409483,12993171,Combination Product,standard treatment for covid-19,paracetamol as needed for the symptomatic treatment of fever and vitamin c 1000 mg daily
NCT04409327,12993172,Drug,rtb101,oral rtb101 10 mg hard gelatin capsule once daily for 4 weeks
NCT04409327,12993173,Drug,placebo,oral matching placebo once daily for 4 weeks
NCT04400461,12993201,Other,data collection and clinical testing of subjects,"clinical testing: muscle strength. muscle strength, as a component of physical function, will be assessed with the medical research council sum score (mrc- ss) at discharge from the icu and at discharge from the hospital.~clinical testing: physical function. the functional status score for the icu (fss-icu) will be used to evaluate 5 functional tasks at discharge from hospital."
NCT04398264,12993202,Other,covid positive via testing,pregnant women admitted to obstetric units undergo rt-pcr testing for the detection of sars-cov2 (covid-19 infection)
NCT04392531,12993222,Drug,cyclosporine,"in the experimental group, cyclosporine will be started according to patient weight, and then increased depending on patient tolerance (monitoring renal function and blood pressure)"
NCT04392531,12993223,Drug,standard treatment for covid-19,standard of care according to hospital protocol
NCT04383613,12993247,Other,prone position,"the intervention is prone positioning (i.e., instructing a patient to lie on their stomach while they are in bed) for 7 days or until the first of study hospital discharge or not requiring supplemental oxygen for >24 hours or study outcome. patients will be asked to aim for prone positioning four times per day for at least two hours each time, and will be encouraged to sleep on their stomach at night."
NCT04381936,12993257,Drug,lopinavir/ritonavir,lopinavir 400mg-ritonavir 100mg by mouth (or nasogastric tube) every 12 hours for 10 days.
NCT04381936,12993258,Drug,corticosteroid,"corticosteroid in the form of dexamethasone administered as an oral (liquid or tablets) or intravenous preparation 6 mg once daily for 10 days. in pregnancy or breastfeeding women, prednisolone 40 mg administered by mouth (or intravenous hydrocortisone 80 mg twice daily) should be used instead of dexamethasone. corticosteroid (in children ≤44 weeks gestational age, or >44 weeks gestational age with pims-ts only) in the form of hydrocortisone or methylprednisolone sodium succinate (see protocol for timing and dosage)"
NCT04381936,12993259,Drug,hydroxychloroquine,hydroxychloroquine by mouth for a total of 10 days (see protocol for timing and dosage).
NCT04381936,12993260,Drug,azithromycin,azithromycin 500mg by mouth (or nasogastric tube) or intravenously once daily for 10 days.
NCT04381936,12993261,Biological,convalescent plasma,single unit of abo compatible convalescent plasma (275mls +/- 75 mls) intravenous per day on study days 1 (as soon as possible after randomisation) and 2 (with a minimum of 12 hour interval between 1st and 2nd units).
NCT04381936,12993262,Drug,tocilizumab,tocilizumab by intravenous infusion with the dose determined by body weight (see protocol for dosage)
NCT04381936,12993263,Biological,immunoglobulin,intravenous immunoglobulin (ivig) for children >44 weeks gestational age and <18 years with pims-ts only (see protocol for dosage)
NCT04381936,12993264,Drug,synthetic neutralising antibodies,for participants ≥12 years only: a single dose of regn10933 + regn10987 8 g (4 g of each monoclonal antibody) in 250ml 0.9% saline infused intravenously over 60 minutes +/- 15 minutes as soon as possible after randomisation
NCT04381936,12993265,Drug,aspirin,"150 mg by mouth (or nasogastric tube) or per rectum once daily until discharge, for adults ≥18 years old."
NCT04381936,12993266,Drug,colchicine,"1 mg after randomisation followed by 500mcg 12 hours later and then 500 mcg twice daily by mouth or nasogastric tube for 10 days in total, for men ≥18 years old and women ≥55 years old only"
NCT04381936,12993267,Drug,baricitinib,4 mg once daily by mouth or nasogastric tube for 10 days in total
NCT04381936,12993268,Drug,anakinra,for children ≥1 <18 years old only: subcutaneously or intravenously once daily for 7 days or discharge (if sooner). nb anakinra will be excluded from the randomisation of children <10 kg in weight.
NCT04372602,12993303,Drug,duvelisib,"-for patients unable to administer orally, a duvelisib suspension will be administered through a nasogastric/orogastric tube."
NCT04372602,12993304,Procedure,peripheral blood draw,"first 10 patients enrolled~screening, day 2, day 4, day 8, day 10, day 15, and day 29"
NCT04372602,12993305,Drug,placebo,-provided by verastem
NCT04368728,12993314,Biological,bnt162b2,intramuscular injection
NCT04368728,12993315,Biological,bnt162b2,intramuscular injection
NCT04368728,12993316,Other,placebo,intramuscular injection
NCT04368026,12993317,Other,no intervention/observational,no intervention
NCT04349371,12993361,Drug,chloroquine,subjects will take two tabs of 250mg for every day for one week and then two tabs of 250mg for 1 day a week thereafter for study duration of 3 months). subjects with severe gi intolerance can take 1 tablet of 250mg daily for the first week and 1 tablet per week for the remainder of the 3 month study duration.
NCT04349371,12993362,Drug,placebo,subjects will take two tabs of placebo for every day for one week and then two tabs of placebo for 1 day a week thereafter for study duration of 3 months).
NCT04346147,12993369,Drug,imatinib tablets,imatinib 400 mg qd oral
NCT04346147,12993370,Drug,baricitinib oral tablet,baricitinib 4 mg qd oral
NCT04346147,12993371,Other,supportive tratment,any therapeutic intervention aimed at the control of clinical deterioration is contemplated without initiating or having previously initiated any drug with potential beneficial effect previously described in vitro or in pre-clinical / clinical models against sars-cov-2 prior to patient recruitment.
NCT04337918,12993389,Drug,nors (nitric oxide releasing solution),"nors treatment will consist of daily self-administration of three routes; nitric oxide gargle (nog) every morning, nitric oxide nasophyaryngeal irrigation (noni) every evening, and nitric oxide nasal spray (nons) up to 5 times per day."
NCT04337918,12993390,Drug,nors (nitric oxide releasing solution),"up to ten volunteers who are found to be covid-19 positive during screening will be eligible to enroll in the 21-day treatment sub-study and receive daily nors treatment for 14 days. nors treatment will consist of daily self-administration of three routes; nitric oxide gargle (nog) every morning, nitric oxide nasophyaryngeal irrigation (noni) every evening, and nitric oxide nasal spray (nons) up to 5 times per day.~any participants enrolled in the prevention study who meet the criteria for the sub study will roll over into the treatment sub-study but must remain in their randomly assigned group."
NCT04336215,12993397,Other,no intervention/observational,this non-interventional study poses no additional risks to people with pre-existing conditions.
NCT04333355,12993409,Biological,convalescent plasma,"along with the administration of convalescent plasma, patients will continue to receive supportive standard care."
NCT04321811,12993419,Other,"observation of patients with known, suspected, or at risk for covid-19 infection",participants will receive daily diary surveys to track the symptomatic course of known or suspected covid-19 patients as well as use of any interventions or treatments.
NCT03648372,12994985,Drug,tak-919,intravenous infusion.
NCT04730206,13002397,Drug,camostat,100 milligram tablets
NCT04730206,13002398,Drug,placebo,"oral tablets, identical in size and shape"
NCT04713553,13002462,Biological,bnt162b2,intramuscular injection
NCT04709068,13002476,Device,current health,wearable device and tablet used to collect health measures at home
NCT04705766,13002500,Other,urine collection,"a urine collection kit will be mailed to subjects' residence at 3 different timepoints over the course of 1 year to be returned to study team, upon which kit score and other biomarkers will be assessed as outlined in the study design."
NCT04695158,13002531,Drug,covid-19 group (group i),routine covid-19 treatment
NCT04695158,13002532,Drug,type ii diabetes mellitus and covid-19 group (group ii),routine type ii diabetes mellitus and covid-19 treatments
NCT04694716,13002533,Other,no intervention/observational,no intervention will be applied.
NCT04694703,13002534,Drug,covid-19 group,routine covid-19 treatment
NCT04680949,13002575,Drug,anakinra,standard-of-care and anakinra. anakinra is injected subcutaneously as 100 mg once daily for 10 days
NCT04680949,13002576,Drug,placebo,standard-of-care and placebo. placebo is injected subcutaneously once daily for 10 days
NCT04662671,13002632,Device,rd-x19,experimental device that uses safe electromagnetic energy to stimulate the proximal repository of respiratory tract infectious disease pathogens.
NCT04652765,13002659,Drug,camostat mesilate,"camostat 600mg by mouth four times a day, for a total of 7 days"
NCT04652765,13002660,Drug,bicalutamide 150 mg,"bicalutamide 150mg by mouth once daily, for a total of 7 days"
NCT04652596,13002661,Other,produce prescription program,a monthly $150 stipend will be provided to participants for 6 consecutive months to purchase fresh food items at mobile markets and independent farmers markets across boston.
NCT04652596,13002662,Other,grocery store gift cards,a monthly value of $150 in grocery store gift cards redeemable at conventional grocery stores will be provided to participants for 6 consecutive months.
NCT04621461,13002780,Dietary Supplement,zinc sulfate 220 mg,220mg once daily for 5 days
NCT04621461,13002781,Drug,placebo,once daily for 5 days
NCT04603924,13002850,Drug,niclosamide,niclosamide is an antihelmintic with in-vitro antiviral activity
NCT04603924,13002851,Drug,placebo,matching hydroxypropylmethylcellulose hpmc capsules with no active ingredients
NCT04584697,13002922,Biological,covi-amg,covi-amg is a fully human sars-cov-2 neutralizing monoclonal antibody (mab).
NCT04584697,13002923,Drug,placebo,diluent solution
NCT04581863,13002941,Device,pulse oximeter,"patients will be prompted twice daily to text their oxygen saturation level after walking in place for 1 minute. if the oxygen saturation is >3% lower than than the baseline first o2 sat measurement, or if it falls below an absolute level of 90%, the patient will receive an immediate call from the same on-call rn's for covid watch and undergo the same triage protocol ."
NCT04581863,13002942,Other,covid watch,"enrolled patients receive text-based assessments, two times a day for 14 days and escalates care to a nurse via telemedicine for any reported worsening of symptoms not severe enough to recommend going to the ed immediately."
NCT04579393,13002956,Drug,placebo,placebo tablets to match fostamatinib 100 mg and 150 mg will be provided.
NCT04579393,13002957,Drug,fostamatinib,"the study intervention is fostamatinib, an inhibitor of spleen tyrosine kinase that will be administered orally at a dose of 150 mg twice daily for 14 days or 28 doses. subjects will receive standard of care and be randomized to receive fostamatinib or matching placebo."
NCT04559100,13003040,Radiation,chest radiography,6 and 12 months after hospital discharge. if the study is normal at 6 months it will not be repeated at 12 months.
NCT04559100,13003041,Radiation,thoraxic computed tomography,"6 and 12 months after hospital discharge, if the patient had a ct scan upon admission to the hospital. if the study is normal at 6 months it will not be repeated at 12 months."
NCT04559100,13003042,Diagnostic Test,spirometry,6 and 12 months after hospital discharge. if the study is normal at 6 months it will not be repeated at 12 months.
NCT04559100,13003043,Diagnostic Test,diffusing capacity of carbon monoxide,6 and 12 months after hospital discharge. if the study is normal at 6 months it will not be repeated at 12 months.
NCT04559100,13003044,Diagnostic Test,6 minute walk test,6 and 12 months after hospital discharge. if the study is normal at 6 months it will not be repeated at 12 months.
NCT04559100,13003045,Diagnostic Test,saint george respiratory questionnaire,6 and 12 months after hospital discharge.
NCT04544176,13003092,Other,no intervention/observational,"there will be no interventions in this study, it is purely observational using data already collected."
NCT04540393,13003124,Biological,azd1222,participants will receive 2 doses of azd1222; the first dose will be administered on day 1 and the second dose on day 29. unit dose strength(s) > 0.7 × 1011 vp/ml. dosage level(s) 5 ×1010 vp (nominal). route of administration intramuscular injection
NCT04535778,13003144,Behavioral,compass,"an 11 module, therapist-supported online cbt program."
NCT04535778,13003145,Behavioral,standard charity resources,"resources provided by the charities involved, including supportive listening, online support groups, information resources and local community support groups."
NCT04530656,13003162,Biological,"three doses of middle-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14, 28","two doses of middle-dose (20µg/ 0.5ml) recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 28."
NCT04530656,13003163,Biological,"three doses of middle-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14, 28","two doses of high-dose (40µg/ 1.0ml) recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 28."
NCT04530656,13003164,Biological,"three doses of middle-dose recombinant sars-cov-2 vaccine (cho cell) at the schedule of day 0, 14, 28","three doses of high-dose (40µg/ 1.0ml) recombinant sars-cov-2 vaccine (sf9 cell) at the schedule of day 0, 14, 28"
NCT04530656,13003165,Biological,placebo,"two doses of placebo (0.5ml) at the schedule of day 0, 28"
NCT04530656,13003166,Biological,placebo,"two doses of placebo (1.0ml) at the schedule of day 0, 28"
NCT04530656,13003167,Biological,placebo,"three doses of placebo (1.0ml) at the schedule of day 0, 14, 28"
NCT04527575,13003187,Biological,epivaccorona (epivaccorona vaccine based on peptide antigens for the prevention of covid-19),"epivaccorona vaccine is intended to prevent covid-19. the vaccine relies on chemically synthesized peptide antigens of sars-cov-2 proteins, conjugated to a carrier protein and adsorbed on an aluminum-containing adjuvant (aluminum hydroxide). the epivaccorona vaccine contributes to the development of protective immunity against sars-cov-2 coronavirus following two intramuscular administrations spaced 21-28 days apart."
NCT04527575,13003188,Other,placebo,"the use of placebo: intramuscularly, twice, spaced 21 days apart, at a dose of 0.5 ml (43 volunteers)"
NCT04522830,13003201,Drug,btl-tml-covid,"sublingual dosing of btl-tml-covid on days 1 and 2 - day 1 - 1 drop every 15 minutes for the first hour of initiation of treatment then every hour for the balance of the day until bedtime.~day 2 - 1 drop every 2-3 hours for a total of 6 times during the day. the parallel group assignment will only be maintained until the completion of a minimum of 48 hours of blinded study drug dosing, at which point all subjects will receive the active treatment.~day 3 - 1 drop every 15 mins for the first hour of the day, then every hour for the balance of the day until bedtime.~days 4 through 10 - 1 drop every 3-4 hours for a total of four times during the day."
NCT04522830,13003202,Drug,placebo,"sublingual dosing of matching placebo on days 1 and 2 - day 1 - 1 drop every 15 minutes for the first hour of initiation of treatment then every hour for the balance of the day until bedtime.~day 2 - 1 drop every 2-3 hours for a total of 6 times during the day. the parallel group assignment will only be maintained until the completion of a minimum of 48 hours of blinded study drug dosing, at which point all subjects will receive the active treatment.~day 3 - 1 drop every 15 mins for the first hour of the day, then every hour for the balance of the day until bedtime.~days 4 through 10 - 1 drop every 3-4 hours for a total of four times during the day."
NCT04521309,13003218,Biological,sars-cov-2 antibody based ivig therapy,"patient groups will receive ivig prepared from pooled convalescent plasma from recovered covid-19 patients. this will be administered sequentially and in varying dosages, infused over a period of 12 hours, intravenously.additionally, all treatment groups will receive same standard care as control group. standard care as per hospital protocol, which may include:~airway support, anti-viral medication, antibiotics, fluid resuscitation, hemodynamic support, steroids, painkillers, anti-pyretics"
NCT04512079,13003238,Drug,enoxaparin/lovenox/enoxaparin sodium,prophylactic enoxaparin (40 mg sc qd; 30 mg sc qd for crcl <30 ml/min) full-dose enoxaparin (1 mg/kg sc q12h; 1 mg/kg sc qd for crcl <30 ml/min)
NCT04512079,13003239,Drug,apixaban,"(5 mg q12h; 2.5 mg q12h for patients with at least two of three of age ≥80 years, weight ≤60 kg or serum creatinine ≥1.5 mg/dl)"
NCT04508777,13003248,Behavioral,saliva-based testing,participants will take part in a voluntary covid-19 screening program that includes bi-weekly saliva-based testing.
NCT04497987,13003268,Drug,ly3819253,administered iv.
NCT04497987,13003269,Drug,placebo,administered iv.
NCT04497987,13003270,Drug,ly3832479,administered iv.
NCT04494984,13003279,Drug,inm005,the imp dose to be studied will be 4 mg of protein/kg of subject's weight. the imp will be added to the 100 ml infusion bag of saline solution. doses will be administered as an infusion at 2.0 ml/min over 50 min with an interval of 48 h between doses.
NCT04494984,13003280,Drug,placebo,placebo substance will be added to the 100 ml infusion bag of saline solution. doses will be administered as an infusion at 2.0 ml/min over 50 min with an interval of 48 h between doses.
NCT04491214,13003291,Other,quality-of-life assessment,quality of live assessment 3 moth and 6 moth after ointensive care hospitalisation using sf36.
NCT04490824,13003296,Device,kelea excellerated water,water with increased kinetic activity as assessed by published methods of the pi
NCT04490824,13003297,Device,water without an elevated level of kelea,"bottled water without an elevated level of kelea, as shown by proprietary testing will be provided as a control."
NCT04397705,13003483,Device,patient status engine,wearable sensors
