nct_id,id,allocation,intervention_model,observational_model,primary_purpose,time_perspective,masking,masking_description,intervention_model_description,subject_masked,caregiver_masked,investigator_masked,outcomes_assessor_masked
NCT04381052,6975908,Randomized,Parallel Assignment,,Treatment,,Double,"This study is double-blind and therefore neither the Investigator, the subject, the Sponsor and its representatives, nor other designated study site personnel involved in running of the study will be aware of the identification of the investigational drug administered to each subject.","This is a randomized, double-blind, placebo-controlled, adaptive seamless Phase II/III design (ASD). The investigators propose the administration of an investigational drug in patients with high predicted short-term mortality secondary to COVID-19 disease. Patients will be enrolled and randomly assigned in a 1:1 ratio to two study arms that will receive clazakizumab at a dose of 25 mg or placebo.",True,False,True,False
NCT04343989,6979312,Randomized,Parallel Assignment,,Treatment,,Double,"This study is double-blind and therefore neither the Investigator, the subject, the Sponsor and its representatives, nor other designated study site personnel involved in running of the study will be aware of the identification of the investigational drug administered to each subject.","This is a randomized, double-blind, placebo-controlled, adaptive seamless Phase II/III design (ASD). We propose the administration of an investigational drug in patients with high predicted short-term mortality secondary to COVID-19 disease. 80 patients were randomly assigned in a 1:1:1 ratio to three study arms that will receive clazakizumab at a dose of 12.5 mg, 25 mg or placebo. Interim analyses have occurred every 7 days since the enrollment of the first 30 patients. Based on week 4 interim analysis the DSMB has recommendation discontinuing the low-dose 12.5 mg of clazakizumab arm. The DSMB has advised continuing enrollment in the placebo and high-dose 25mg of clazakizumab arms in a 1:1 randomization.",True,False,True,False
NCT04524507,6964758,Randomized,Parallel Assignment,,Treatment,,Double,This study is double-blinded so neither the participant nor the study team/investigators will know which plasma treatment (CCP1 or CCP2) that the participant is receiving.,"This study has 2 treatment arms and participants will be assigned/randomized to one arm:~CCP1 - CCP tested for the presence of anti-SARS-CoV-2 antibodies and assigned high-titer~CCP2 - CCP tested for the presence of anti-SARS-CoV-2 antibodies and assigned standard-titer",True,False,True,False
NCT04379271,6976075,Randomized,Parallel Assignment,,Treatment,,Double,"Trial participants, the investigator and all other personnel directly involved in the conduct of the trial will be blinded to treatment assignments.~To maintain the blind, IMU-838 and placebo tablets will have identical appearance, shape and color, and will have identical labeling and packaging. To minimize the potential for bias, treatment randomization information will be kept confidential by the responsible personnel and will not be released to investigators, other trial center personnel, or the Sponsor's designee(s).","double-blind, placebo-controlled, randomized, parallel-group trial",True,False,True,False
NCT04632706,6956448,Randomized,Sequential Assignment,,Other,,Double,The study will be double-blinded. Patients will be randomised to receive 1 of 3 doses of the Active IMP or a matching placebo.,"The study is a placebo-controlled, double-blinded exploratory study to investigate safety, PK and tolerability of a continuous use of the active drug (in 3 separate doses) in healthy subjects.",True,False,True,False
NCT04715997,6950046,Randomized,Sequential Assignment,,Prevention,,Double,,,True,False,True,False
NCT04567810,6961434,Randomized,Sequential Assignment,,Prevention,,Double,,,True,False,True,False
NCT04482699,6967972,Randomized,Sequential Assignment,,Treatment,,Double,,,True,False,True,False
NCT04458298,6969845,Randomized,Sequential Assignment,,Treatment,,Double,,,True,False,True,False
NCT04425733,6972347,Randomized,Sequential Assignment,,Treatment,,Double,,,True,False,True,False
NCT04532372,6964155,Randomized,Sequential Assignment,,Treatment,,Double,,Phase I single-arm dose-escalation design followed by a phase II randomized two-arm design,True,False,True,False
NCT04679493,6952853,Randomized,Sequential Assignment,,Treatment,,Double,Blinding was carried out by using placebo equivalent to XC7 capsules without active pharmaceutical ingredients (API) and the corresponding labeling of the ID.,"The dose cohorts cohorts will be included into the study subsequently based on preliminary safety results evaluation performed by the DSMC. 2 doses of XC7/placebo (100 mg, 200 mg) were used in the study.The duration of exposure to the ID is planned 1 day in single dosing cohorts and 14 days in multiple dosing cohort.",True,False,True,False
NCT04507256,6966084,Randomized,Sequential Assignment,,Treatment,,Double,"The study will be blinded for all placebo controlled dose groups, ie, the Principal Investigator (PI), all clinical staff involved in the clinical study, the participants, and the study monitor will remain blinded, unless safety concerns or a regulatory requirement necessitate unblinding.",,True,False,True,False
NCT04574869,6960893,Randomized,Sequential Assignment,,Treatment,,Double,This study is a double-blinded and randomized study. Pharmacy staff will mask infusion bags and lines to maintain the study blind.,"Study intervention, RLS-0071 or placebo, will be administered as an IV infusion over 30 minutes (± 10 minutes).~The following dose groups are planned:~Part A (Single-Ascending Dose):~Cohort 1: low dose (single infusion) vs. placebo~Cohort 2: high dose (single infusion) vs. placebo~Part B (Multiple-Ascending Dose):~Cohort 3: low dose administered q8 hours (± 1 hour) vs. placebo for 3 days (9 doses)~Cohort 4: high dose administered q8 hours (± 1 hour) vs. placebo for 3 days (9 doses)",True,False,True,False
NCT04398277,6974457,Randomized,Single Group Assignment,,Supportive Care,,Double,Participants are randomized to dose condition without their knowledge for the first 7 days. The primary investigator is blinded to conditions.,All participants receive the intervention. There is a brief randomized manipulation for dosage in the first 7 days only then all participants receive the higher dose.,True,False,True,False
NCT04570254,6961247,Non-Randomized,Parallel Assignment,,Treatment,,Triple,"They will be blinded to the patient's treatment, the patient or participant, the investigator, and the outcome assessor. You will only receive the participant number during the analysis. The care provider will not be blinded; they will know which antioxidant plus pentoxifylline the patient will receive; however, they will not have access to the results until the clinical trial is concluded.","septic shock and without septic shock will be divided into two groups. An antioxidant will be administered orally or by orogastric tube (vitamin C, melatonin, n-acetylcysteine, vitamin E) plus pentoxifylline. Following a decision tree that the treating physician will follow.",True,False,True,True
NCT04558372,6962159,Non-Randomized,Single Group Assignment,,Diagnostic,,Triple,The person who operates breath test is blinded to the results of swab. The swab taker is blinded to the result of breath sample. The patients also do not know the results of the interpretation of the breath sample. Patients will receive information on the results of the oro/ nasopharyngeal swab in accordance with the COVID-19 health service standards. The final data processor is also blinded to the results of nose and throat swabs. The breath sampling data is saved in graphic form which interpretation will be carried out later by the data processor at the final stage.,"3 groups:~COVID-19 patients~non COVID-19 patients~suspected COVID-19 patients",True,False,True,True
NCT04542122,6963406,Randomized,Crossover Assignment,,Other,,Triple,,,True,False,True,True
NCT04359225,6977903,Randomized,Crossover Assignment,,Other,,Triple,Patient will be blinded to form of telemedicine. Clinician will not be blinded,Randomised controlled trial,True,False,True,True
NCT04523571,6964830,Randomized,Parallel Assignment,,Prevention,,Triple,,,True,False,True,True
NCT04328285,6980719,Randomized,Parallel Assignment,,Prevention,,Triple,,A randomized double-blind placebo-controlled clinical trial,True,False,True,True
NCT04648800,6955213,Randomized,Parallel Assignment,,Prevention,,Triple,"Due to trial blindness, the team (a doctor and nurse) participating in visits 2 (V2) and 3 (V3) (as unblinded staff) is excluded from further contacts with trial subjects and from participating in the trial.~After the visit, the investigator enters its results into the medical documentation and the e-CRF system.~In the medical records of visit 3 (written and electronic), the result of randomization is not disclosed.~After visit 3, the division of subjects into Groups II and III (randomisation) is recorded only in separate written records; the physician participating in visit 2 and 3 sends the documentation to the leading centre after the end of visit 3, where it is stored and fully protected against access of blinded personnel.~The subject must not be informed about the group he/she belongs to.","Running the RT 23 test (visit No.2 - V2)~RT23 test reading and BCG -10 vaccination (visit No. 3-V3):~Positive subjects:~assigned to Group I, not randomised and not vaccinated against tuberculosis~when the RT23 test indicates a strongly positive result /induration diameter > 15 mm/, the subject is informed to contact his/her family doctor to obtain a referral to a pulmonary outpatient clinic~Negative subjects:~undergo a physical examination before vaccination performed by the doctor (investigator)~are remotely randomised by the e-CRF IT system to Group II receiving BCG-10 or to placebo Group III (control). The subject must not be informed about the group he/she belongs to receive BCG-10 or a placebo",True,False,True,True
NCT04453852,6970187,Randomized,Parallel Assignment,,Prevention,,Triple,Non-blind Staff administering vaccine do not participate in any other aspects of the study. Remaining trial staff and participant are blinded,Randomised controlled study,True,False,True,True
NCT04707742,6950681,Randomized,Parallel Assignment,,Prevention,,Triple,"The hospital staff consecutively assigned each participant a code following the order from a previously randomly generated table.~The code were unknown to the personnel who processed the samples and to those that analyzed the data.~Participants were blinded by using identical tubes with the same volume for both mouthwashes and placebo.","A multicentre, randomized, blind, five-parallel-group, placebo-controlled trial.",True,False,True,True
NCT04387409,6975309,Randomized,Parallel Assignment,,Prevention,,Triple,The reconstitution and administration of trial intervention will be done by unblinded site personnel who will not be involved in the collection or evaluation of outcome data.,Subjects who fulfil the inclusion/exclusion criteria will be centrally randomized in a 1:1 ratio to receive a single dose (0.1 ml) of either VPM1002 or Placebo.,True,False,True,True
NCT04716985,6949970,Randomized,Parallel Assignment,,Prevention,,Triple,They will be labeled study (randomization number to respect blind and legal notices labeling clinical research).,"Double-blind, randomized, multicentre comparative study.",True,False,True,True
NCT04721457,6949626,Randomized,Parallel Assignment,,Prevention,,Triple,Triple-Blinded. All mouth rinses vials are masked.,"This randomized, cross-sectional, triple-blinded, five-armed, interventional study compared Distalled water, Povidone-Iodine, Hydrogen Peroxide, Cetylpyridinium Chloride, and Sodium Hypochlorite Mouth Rinses in 120 Covid 19 positive subjects. Real time reverse transcriptase quantitative PCR measured viral loads.",True,False,True,True
NCT04407182,6973773,Randomized,Parallel Assignment,,Supportive Care,,Triple,,,True,False,True,True
NCT04394013,6974785,Randomized,Parallel Assignment,,Supportive Care,,Triple,,,True,False,True,True
NCT04445935,6970795,Randomized,Parallel Assignment,,Supportive Care,,Triple,This study will be blinded to the above mentioned group. The PI is not involved in active treatment. Patients are sedated and ventilated when treatment starts and finally the outcome assessors will not be knowing the patients treatment.,This is a randomized controlled trial.,True,False,True,True
NCT04652518,6954927,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,False,True,True
NCT04638673,6955990,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,False,True,True
NCT04511650,6965746,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,False,True,True
NCT04497389,6966843,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,False,True,True
NCT04475107,6968554,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,False,True,True
NCT04469491,6968985,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,False,True,True
NCT04467151,6969165,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,False,True,True
NCT04463420,6969451,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,False,True,True
NCT04460105,6969706,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,False,True,True
NCT04457609,6969898,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,False,True,True
NCT04372979,6976662,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,False,True,True
NCT04357990,6978010,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,False,True,True
NCT04342663,6979429,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,False,True,True
NCT04336254,6979997,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,False,True,True
NCT04683328,6952558,Randomized,Parallel Assignment,,Treatment,,Triple,,SCTA01+BSC vs Placebo+BSC,True,False,True,True
NCT04572360,6961085,Randomized,Parallel Assignment,,Treatment,,Triple,"Both patients and investigators will be blinded to the assigned groups. Patients will be allocated at a ratio of 1:1:1:1, the randomization will be carried out by Statistical Analysis System 9.3 (SAS 9.3) statistical software. (Descript how the blinding works here) One copy of the blind codes will be held by the project responsible unit. The statistician will be blinded throughout the study.","A triple-blinded, randomized, parallel groups, controlled clinical trial. A total of 172 eligible patients will be randomized 1:1:1:1 into four groups: cardiorespiratory exercise plus Chinese herbal medicines group, cardiorespiratory exercise group, Chinese herbal medicines group and waiting list group for 12-week (3 months) with 12-week follow-up period.",True,False,True,True
NCT04332666,6980324,Randomized,Parallel Assignment,,Treatment,,Triple,"Randomization will be performed using sealed envelopes with a ratio of 1:1 including information on treatment assignment and a five-digit number, which will be open by the person responsible for drug constitution. Each vial or syringe will be then labeled with the randomly allocated number it will be assigned to the nursing personnel. The doctors and nurses administering the drugs, as well as the local investigators and research personnel who collected data, were unaware of the treatment assignments.","Randomized, controlled, investigator initiated, phase II/phase III seamless, adaptive, single blinded, interventional trial to evaluate the efficacy, safety and clinical impact of intravenous Ang-(1-7) infusion compared to standard treatment in ICU patients with severe respiratory failure associated with COVID-19. This study will be conducted initially in one center (Erasme Hospital, Belgium), but other sites will be allowed to join if: Number of expected patients with COVID related ARF ≥ 10, experience in treatment of ARDS patients (> 25/year), including prone positioning ,availability of the equipment required to provide the blood sample processing and storage. We planned a first phase of the study where 30 patients will be randomly receiving Ang-(1-7) or placebo to confirm the safety. The Final power calculation will be reassessed after 30 included patients (i.e. 15 in each arm), in line with a preplanned expected total number of patients needed of 60.",True,False,True,True
NCT04635943,6956200,Randomized,Parallel Assignment,,Treatment,,Triple,"The Ivermectin presentation will be an oral drop solution in a flasks containing 5ml. The placebo presentation will also be an oral drop solution, undistinguishable from ivermectin, but without this device pharmaceutical ingredient. The pharmacist will prepare the treatment flasks (three 5ml flasks per participant), labelling them according to the randomization list in blocks of four (a, b) previously prepared by the epidemiologist, and according to the randomized treatment allocation previously notified by the principal investigator. The participant, investigator and outcomes assessor will be blinded to the study intervention.","SAINT-PERI is a triple-blind, randomized phase 2a controlled trial with two parallel groups to evaluate the efficacy of one (1) daily dose of ivermectin during three (3) consecutive days, administered to non-severe COVID-19 patients in the first 96 hours after symptoms onset, to reduce the proportion of patients with detectable SARS-CoV-2 RNA by PCR from nasopharyngeal swab at day seven post-treatment. The efficacy of the drug-based strategy to reduce or block transmission involves treating during early phases of infection, when viral replication is yet limited",True,False,True,True
NCT04442191,6971083,Randomized,Parallel Assignment,,Treatment,,Triple,The patient's nurse will be instructed to place the blood product in a paper bag so the label on the product is not visible to the study physicians or to the patient.,,True,False,True,True
NCT04371393,6976806,Randomized,Parallel Assignment,,Treatment,,Triple,"This is a randomized clinical trial, in which the patients and investigators are masked to treatment assignment.","This will be a randomized (1:1 ratio), double blind, parallel design, placebo controlled trial.",True,False,True,True
NCT04459455,6969756,Randomized,Parallel Assignment,,Treatment,,Triple,"This randomization of the order will occur using the randomizer within Qualtrics Survey Software, making the randomization process double-blind. To triple-blind our analysis process, the data will be downloaded from Qualtrics and the variable indicating what order the SSIs were presented in will be recoded before the primary analyses are conducted. Therefore, the primary analyses will be conducted without the knowledge of which condition is which.",We will use a between-subjects design; participants will be randomized to receive either the active Contain COVID Anxiety SSI or the placebo Remain COVID Free SSI,True,False,True,True
NCT04565392,6961620,Randomized,Parallel Assignment,,Treatment,,Triple,study medication is Pepcid AC or matching placebo,Parallel double-blind placebo-controlled interventional trial,True,False,True,True
NCT04515147,6965477,Randomized,Sequential Assignment,,Prevention,,Triple,,,True,False,True,True
NCT04498247,6966777,Randomized,Sequential Assignment,,Prevention,,Triple,,,True,False,True,True
NCT04405908,6973871,Randomized,Sequential Assignment,,Prevention,,Triple,,,True,False,True,True
NCT04447781,6970653,Randomized,Sequential Assignment,,Prevention,,Triple,Part A: Open Label Part B: Double-blind,,True,False,True,True
NCT04322344,6981243,Non-Randomized,Parallel Assignment,,Supportive Care,,Double,,,True,True,False,False
NCT04705831,6950828,Randomized,Crossover Assignment,,Treatment,,Double,,,True,True,False,False
NCT04508439,6965993,Randomized,Crossover Assignment,,Treatment,,Double,,"Initially they will be randomized into two blocks, the first based on prophylactic Enoxaparin (Numbers 1 to 64) and the second (Numbers 65 to 128) will be assigned to the Enoxaparin therapeutic regimen arm at doses of 1mg / kg/dose twice up to date~During hospitalization, the clinical evolution will be evaluated according to the requirements of mechanical ventilation, the reduction in D-Dimer levels and the clinical outcome (discharge or death).~Those patients who are discharged will be Randomized in two following treatment arms~The allocation of patients in the outpatient stage will be carried out randomly 1: 1 to receive Rivaroxaban 10mg PO every 24hrs or only clinical follow-up.~Follow-up of adverse events will be carried out in the Hematology outpatient clinic with a first consultation 15 days after discharge and a second consultation 30 days after discharge. With dimer D, ferritin, protein C, blood count, ESR and on day 30 with CAT.",True,True,False,False
NCT04710394,6950477,Randomized,Factorial Assignment,,Treatment,,Double,,"Two-by-two factorial interventional study design will lend to achieving the study aims. Participants meeting eligibility criterion will be randomized to one of four arms:~Unimodal Olfactory Training with Conventional Odors~Unimodal Olfactory Training with Patient-Preferred Odors~Bimodal Visual, Olfactory Training with Conventional Odors~Bimodal Visual, Olfactory Training with Patient-Preferred Odors",True,True,False,False
NCT04160975,6994560,Randomized,Parallel Assignment,,Health Services Research,,Double,,,True,True,False,False
NCT04491240,6967315,Randomized,Parallel Assignment,,Other,,Double,"Two main groups will be provided with exosomes in a specially provided solution, the third group (control) will receive the same solution without exosomes. Due to exosomes are nanoparticles and requires special methods and devices to be detected the hospital staff and patients have no way to check which group receives exosomes.","The trial has three groups, each with 10 subjects (n=30). All eligible study subjects will be randomized, double-blinded, to either the two treatment groups or placebo group.",True,True,False,False
NCT04602442,6958773,Randomized,Parallel Assignment,,Other,,Double,"Two main groups will be provided with exosomes in a specially provided solution, the third group (control) will receive the same solution without exosomes. Due to exosomes are nanoparticles and requires special methods and devices to be detected the hospital staff and patients have no way to check which group receives exosomes.","The trial has three groups, each with 30 subjects (n=90). All eligible study subjects will be randomized, double-blinded, to either the two treatment groups or placebo group.",True,True,False,False
NCT04659941,6954356,Randomized,Parallel Assignment,,Prevention,,Double,,,True,True,False,False
NCT04656613,6954612,Randomized,Parallel Assignment,,Prevention,,Double,,,True,True,False,False
NCT04346329,6979097,Randomized,Parallel Assignment,,Prevention,,Double,,"Phase III double-blind, randomized, placebo-controlled clinical study",True,True,False,False
NCT04439045,6971325,Randomized,Parallel Assignment,,Prevention,,Double,"The clinical trial is designed as a double-blind (observer blind) study. Observer-blind means that during the course of trial, the companions/parents/guardians of the subjects and the study personnel responsible for the evaluation of any study endpoint will be unaware which vaccine was administered.",,True,True,False,False
NCT04685213,6952413,Randomized,Parallel Assignment,,Supportive Care,,Double,Devices may be active or sham.,"Participants will be randomized to intervention (IG) or control group (CG)) with ratio of 1:1. The entire cohort will receive daily electrical stimulation (EE) in lower extremity (e.g. Gastronemius, tibial anterior muscle) up to 1 hour. The EE device will be functional for IG and non-functional for CG.",True,True,False,False
NCT04323228,6981161,Randomized,Parallel Assignment,,Supportive Care,,Double,"The intervention-supplement and isocaloric-placebo will be served in the same shape, size and color. the care providers (nurses, dietitians) will not know members of each groups or the nature or composition of the ONS.","Participants will be randomly allocated into two study groups; intervention group (IG, n=20) and placebo group (PG, n=20). Computer-generated random numbers will be used to randomize the participants into one of two intervention groups.",True,True,False,False
NCT04686539,6952311,Randomized,Parallel Assignment,,Treatment,,Double,,,True,True,False,False
NCT04631536,6956538,Randomized,Parallel Assignment,,Treatment,,Double,,,True,True,False,False
NCT04487886,6967573,Randomized,Parallel Assignment,,Treatment,,Double,,,True,True,False,False
NCT04487691,6967588,Randomized,Parallel Assignment,,Treatment,,Double,,,True,True,False,False
NCT04481685,6968050,Randomized,Parallel Assignment,,Treatment,,Double,,,True,True,False,False
NCT04459247,6969772,Randomized,Parallel Assignment,,Treatment,,Double,,,True,True,False,False
NCT04453371,6970224,Randomized,Parallel Assignment,,Treatment,,Double,,,True,True,False,False
NCT04447534,6970672,Randomized,Parallel Assignment,,Treatment,,Double,,,True,True,False,False
NCT04415073,6973167,Randomized,Parallel Assignment,,Treatment,,Double,,,True,True,False,False
NCT04405921,6973870,Randomized,Parallel Assignment,,Treatment,,Double,,,True,True,False,False
NCT04402203,6974155,Randomized,Parallel Assignment,,Treatment,,Double,,"Double-blind, placebo-controlled randomized control study. Randomization will be done by computerized randomization table Group A Patient (25) = Favipiravir + Standard Treatment Group B Patient (25) = Only Standard Treatment For better result sample size may be multiply on the basis of availability of COVID-19 patient in the study hospital.",True,True,False,False
NCT04394208,6974770,Randomized,Parallel Assignment,,Treatment,,Double,,Group 1 (Control): Includes 25 patients with COVID-19 pneumonia receiving standard of care as per Ministry of Health Protocol of Treatment + placebo Group 2 (Intervention): Includes 25 patients with COVID-19 pneumonia receiving standard of care as per Ministry of Health Protocol of Treatment + Silymarin Oral at a dose of 420 mg/day in 3 divided doses.,True,True,False,False
NCT04513184,6965628,Randomized,Parallel Assignment,,Treatment,,Double,,"Multicenter, randomized, controlled trial adult patients with confirmed COVID-19 infection",True,True,False,False
NCT04452812,6970267,Randomized,Parallel Assignment,,Treatment,,Double,,"Pilot, experimental, randomized, prospective, longitudinal, clinical study",True,True,False,False
NCT04336904,6979936,Randomized,Parallel Assignment,,Treatment,,Double,,"This is a multi-center, randomized, double-blind, placebo-controlled (1:1) clinical study to explore the efficacy and safety of Favipiravir in the treatment of adult subjects with COVID-19-moderate type.~Subjects within 10 days of COVID-19 onset will be screened, and be randomized as early as possible within 24 hours following screen success.~It is planned to randomize 100 subjects in an 1:1 ratio. Subjects in the test group will receive supportive care recommended in the current guidelines+Favipiravir, and subjects in the control group will receive supportive care recommended in the current guidelines+placebo control; the efficacy and safety of Favipiravir versus the placebo in the treatment of COVID-19-moderate type will be compared.",True,True,False,False
NCT04454307,6970152,Randomized,Parallel Assignment,,Treatment,,Double,A randomized Double Blind Controlled Clinical Trial,A randomized Double Blind Controlled Clinical Trial,True,True,False,False
NCT04563208,6961788,Randomized,Parallel Assignment,,Treatment,,Double,Double-blind,,True,True,False,False
NCT04369742,6976950,Randomized,Parallel Assignment,,Treatment,,Double,Double-blind,"Placebo-controlled, Randomized",True,True,False,False
NCT04353037,6978469,Randomized,Parallel Assignment,,Treatment,,Double,For PATCH 2: participant and care provider are blinded. For PATCH 3: Health care worker is blinded.,Treatment and prevention study,True,True,False,False
NCT04598581,6959070,Randomized,Parallel Assignment,,Treatment,,Double,Information on group allocation will not be disclosed to either the patient or the ICU-staff.,,True,True,False,False
NCT04360876,6977754,Randomized,Parallel Assignment,,Treatment,,Double,Participants confirmed to meet all eligibility criteria who have provided informed consent will be randomized 1:1 to dexamethasone versus placebo. A randomized group assignment will be provided to the investigator or research assistant. Randomization will be performed according to a central randomization scheme and will stratified by site in permuted blocks of varying size.,"Single-center, Phase 2a, pragmatic, randomized, double-blinded, placebo-controlled",True,True,False,False
NCT04561219,6961941,Randomized,Parallel Assignment,,Treatment,,Double,"Patients were randomly allocated into one of the two groups: A or B. Patients received labelled medication: A or B, by the pharmacist. Patients received an identification number, so care providers, outcomes assessors and investigators did not know anything regarding the patients' groups.","Hospitalized patients with clinical signs of COVID-19, and either chest tomography scans suggestive of COVID-19 or confirmed by RT-PCR molecular tests, will be randomly divided into 2 groups: experimental and control groups.~Experimental group: 250 hospitalized patients diagnosed with COVID-19 derived pneumonia will receive nitazoxanide 500mg 8/8 hs for 5 days. Control group: 250 hospitalized patients diagnosed with COVID-19 derived pneumonia will receive placebo 8/8 hs for 5 days.",True,True,False,False
NCT04552483,6962612,Randomized,Parallel Assignment,,Treatment,,Double,"Patients were randomly allocated into one of the two groups: A or B. Patients received labelled medication: A or B, by the pharmacist. Patients received an identification number, so care providers, outcomes assessors and investigators did not know anything regarding the patients' groups.","Patients diagnosed with COVID-19 will be randomly divided into 2 groups: experimental and control groups.~Experimental group: 196 patients diagnosed with COVID-19 confirmed by RT-PCR will receive nitazoxanide 500mg 8/8 hs for 5 days. Control group: 196 patients diagnosed with COVID-19 confirmed by RT-PCR will receive placebo 8/8 hs for 5 days.",True,True,False,False
NCT04452799,6970268,Randomized,Parallel Assignment,,Treatment,,Double,Randomized double-blind controlled Parallel study,Randomized double-blind controlled Parallel study,True,True,False,False
NCT04350580,6978697,Randomized,Parallel Assignment,,Treatment,,Double,The double blinding will be provided by the hospital pharmacy of each establishment with the help of opaque sleeves to mask the product packaging and should be returned to the pharmacy when empty.,The participant will be randomized to either the group of treatment with IVIG or the placebo group. Participants in the treatment group will receive infusions of polyvalent immunoglobulins for 4 consecutive days. Participants in the placebo group will receive an equivalent volume of sodium chloride 0.9% for the same duration.,True,True,False,False
NCT04594330,6959396,Randomized,Parallel Assignment,,Treatment,,Double,The participants and care provider are blinded to the type of treatment that the participants receive.,"The COVID-19 patients are recruited according to the inclusion and exclusion criteria, then divided into two groups. Group I, the intervention group, consists of COVID-19 patients receiving standard therapy and 15 mL of VCO twice a day for 14 days. Group II, the control group, consists of COVID-19 patients receiving standard therapy and 15 mL of placebo twice a day for 14 days.",True,True,False,False
NCT04341415,6979535,Randomized,Parallel Assignment,,Treatment,,Double,The participants and the care providers will not know the arm of randomization. Only the principal investigator who will perform the intervention will know the type of intervention.,,True,True,False,False
NCT04391127,6975007,Randomized,Parallel Assignment,,Treatment,,Double,"Two non-transparent bottles The first bottle will contain the initial treatment: Two ivermectin tablets, two hydroxychloroquine tablets, or two placebo tablets.~The second bottle will contain the follow-up treatment (10 tablets): Two tablets will be indicated, which will be take 12 hours after ingestion of the initial bottle and then one tablet every 12 hours for 4 more days. This bottle will contain placebo and hydroxychloroquine according to the corresponding group.",,True,True,False,False
NCT04361318,6977713,Randomized,Parallel Assignment,,Treatment,,Double,a double blind randomized controlled parallel study,,True,True,False,False
NCT04447235,6970695,Randomized,Parallel Assignment,,Treatment,,Double,doubled-blind and placebo-controlled,,True,True,False,False
NCT04405310,6973917,Randomized,Parallel Assignment,,Treatment,,Double,parallel design 3:2:3,"Parallel assignment, relationship 3.2.3",True,True,False,False
NCT04445623,6970819,Randomized,Parallel Assignment,,Treatment,,Double,"use of placebo tablets of the same shape, colour of the investigational drug. Identical time and route of administration.","Experimental phase 3 drug trial, randomized 1:1, double-blind, multicentre in patients treated with prasugrel vs placebo.",True,True,False,False
NCT04553705,6962518,Randomized,Sequential Assignment,,Treatment,,Double,,,True,True,False,False
NCT04432051,6971863,Randomized,Parallel Assignment,,Other,,Triple,,"patients will be divided into two groups, those with and without ultrasound.",True,True,False,True
NCT04461379,6969608,Randomized,Parallel Assignment,,Prevention,,Triple,"Participants, researchers (including members of the research team that will assess outcomes), and treating physicians or health personnel (should the patient require in-hospital management) will be blinded to the treatment group to which the patients were randomized. Only the personnel who apply the vaccine will not be blinded to the treatment group to which the patients were randomized (this personnel will not have any further contact with the patients or provide any other type of patient care).","A randomized double-blinded clinical trial, using computer software, participants will be allocated between two groups:~Intervention: BCG vaccine intradermally 0.1 ml, equivalent to 0.075 mg of attenuated Mycobacterium bovis. (Tokio 172 strain). The application technique is based on the National Vaccination Manual version 2017.~Comparator: Placebo, intradermally 0.1 ml of NaCl 0.9%",True,True,False,True
NCT04490200,6967395,Randomized,Parallel Assignment,,Prevention,,Triple,"The outcome assessor won't have any knowledge about the study purposes and will be unaware of the group allocation.~Participants will be blinded as they will not distinguish the novel respirator (VESTA) from the conventional N95 respirator (both will have the same shape, color and size).~The statistical analysis will also be performed blinded for group allocation.","This is a randomized controlled clinical trial, characterized by the application of semi facial respirators, in which participants will be randomly and concealed allocated into two groups: VESTA respirator (GExp) and Conventional N95 respirator (CG). The participants will be healthcare professionals working in hospital environments contaminated by SARS-Cov-2. The study will be reported following the recommendations of the CONSORT Statement.",True,True,False,True
NCT04393818,6974800,Randomized,Parallel Assignment,,Supportive Care,,Triple,"Participants will be blinded, as both the intervention and the control group will receive an App with information about management of mental health problems targeted at healthcare providers. The statisticians and outcome assessors (in this case the psychologists who will undertake the pre and post intervention psychological evaluations) will also be blinded. Only the PI and a research assistance will be unblinded.",,True,True,False,True
NCT04530474,6964301,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,True,False,True
NCT04433013,6971789,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,True,False,True
NCT04339660,6979695,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,True,False,True
NCT04305106,6982780,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,True,False,True
NCT04293692,6983805,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,True,False,True
NCT04290871,6984070,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,True,False,True
NCT04264533,6986434,Randomized,Parallel Assignment,,Treatment,,Triple,,,True,True,False,True
