nct_id,DRUGNAME,DRUGTYPE,DISEASES,DRUGSTAT,TARGNAME
NCT04610541,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp)     R1AB_SARS2 (RdRp)
NCT04608266,camostat mesylate,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,HUMAN transmembrane protease serine 2 (TMPRSS2) TMPS2_HUMAN
NCT04608266,camostat mesylate,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,HUMAN transmembrane protease serine 2 (TMPRSS2) TMPS2_HUMAN
NCT04608266,camostat mesylate,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN transmembrane protease serine 2 (TMPRSS2) TMPS2_HUMAN
NCT04608214,alisporivir,Protein/peptide drug,Severe acute respiratory syndrome (SARS),Investigative Agent,HUMAN cyclophilin A (CYPA)      PPIA_HUMAN
NCT04608214,alisporivir,Protein/peptide drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,HUMAN cyclophilin A (CYPA)      PPIA_HUMAN
NCT04606563,losartan,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN type-1 angiotensin II receptor (AGTR1)    AGTR1_HUMAN
NCT04605887,angiotensin,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,
NCT04605588,nitazoxanide,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04605588,ribavirin,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp)     R1AB_CVHSA (RdRp)
NCT04605588,ribavirin,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp)     R1AB_CVEMC (RdRp)
NCT04605588,ribavirin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,HUMAN inosine-5'-monophosphate dehydrogenase 2 (IMPDH2) IMDH2_HUMAN
NCT04605588,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04604678,metformin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,HUMAN mannose receptor (MRC1)   MRC1_HUMAN
NCT04604678,naltrexone,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04604327,heparin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,
NCT04603742,anakinra,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-1 receptor 1 (IL1R1)  IL1R1_HUMAN
NCT04603729,methylprednisolone,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04603690,colchicine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04602507,ivermectin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,
NCT04601077,nitric oxide,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04600999,favipiravir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp)     R1AB_SARS2 (RdRp)
NCT04600895,favipiravir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp)     R1AB_SARS2 (RdRp)
NCT04597775,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04596839,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp)     R1AB_CVHSA (RdRp)
NCT04596839,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp)     R1AB_CVEMC (RdRp)
NCT04596839,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp)     R1AB_SARS2 (RdRp)
NCT04594343,disulfiram,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV papain-like proteinase (PL-PRO)        R1AB_CVHSA (PL-PRO)
NCT04594343,disulfiram,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV papain-like proteinase (PL-PRO)        R1AB_CVEMC (PL-PRO)
NCT04594343,disulfiram,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,COVID-19 papain-like proteinase (PL-PRO)        R1AB_SARS2 (PL-PRO)
NCT04590274,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04590274,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04588480,bnt162b2,Vaccine,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,
NCT04586153,merimepodib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,HUMAN inosine-5'-monophosphate dehydrogenase 2 (IMPDH2) IMDH2_HUMAN
NCT04584580,heparin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,
NCT04582266,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp)     R1AB_CVHSA (RdRp)
NCT04582266,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp)     R1AB_CVEMC (RdRp)
NCT04582266,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp)     R1AB_SARS2 (RdRp)
NCT04581954,ruxolitinib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN janus kinase 2 (JAK-2)    JAK2_HUMAN
NCT04577534,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R)     IL6RA_HUMAN; IL6RB_HUMAN
NCT04577378,isotretinoin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 papain-like proteinase (PL-PRO)        R1AB_SARS2 (PL-PRO)
NCT04577378,isotretinoin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 papain-like proteinase (PL-PRO)        R1AB_SARS2 (PL-PRO)
NCT04575064,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp)     R1AB_CVHSA (RdRp)
NCT04575064,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp)     R1AB_CVEMC (RdRp)
NCT04575064,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp)     R1AB_SARS2 (RdRp)
NCT04575558,hydroxychloroquine + azithromycin,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04570501,angiotensin,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,
NCT04570449,fluvoxamine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04570397,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R)     IL6RA_HUMAN; IL6RB_HUMAN
NCT04570254,n-acetylcysteine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04569383,mva-sars-2,Vaccine,Middle East Respiratory Syndrome (MERS),Discontinue Drug in Phase 1 Clinical Trial,
NCT04566276,mrna-1273,Vaccine,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1 Clinical Trial,
NCT04565665,mesenchymal stromal cells,Cell therapy,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04343248,nitazoxanide,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04340232,baricitinib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN cyclin G-associated kinase (GAK)  GAK_HUMAN
NCT04335084,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04668950,fluvoxamine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04643678,anakinra,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-1 receptor 1 (IL1R1)  IL1R1_HUMAN
NCT04511923,heparin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,
NCT04409483,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro)      R1AB_SARS2 (3CLpro)
NCT04381936,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro)      R1AB_SARS2 (3CLpro)
NCT04381936,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04381936,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04381936,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R)     IL6RA_HUMAN; IL6RB_HUMAN
NCT04381936,colchicine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04381936,baricitinib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN cyclin G-associated kinase (GAK)  GAK_HUMAN
NCT04381936,anakinra,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-1 receptor 1 (IL1R1)  IL1R1_HUMAN
NCT04372602,duvelisib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN PI3-kinase gamma (PIK3CG) PK3CG_HUMAN
NCT04368728,bnt162b2,Vaccine,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,
NCT04368728,bnt162b2,Vaccine,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,
NCT04349371,chloroquine,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,
NCT04349371,chloroquine,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,
NCT04349371,chloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04337918,nitric oxide,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04337918,nitric oxide,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04730206,camostat mesylate,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,HUMAN transmembrane protease serine 2 (TMPRSS2) TMPS2_HUMAN
NCT04730206,camostat mesylate,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,HUMAN transmembrane protease serine 2 (TMPRSS2) TMPS2_HUMAN
NCT04730206,camostat mesylate,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN transmembrane protease serine 2 (TMPRSS2) TMPS2_HUMAN
NCT04713553,bnt162b2,Vaccine,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,
NCT04680949,anakinra,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-1 receptor 1 (IL1R1)  IL1R1_HUMAN
NCT04652765,camostat mesylate,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,HUMAN transmembrane protease serine 2 (TMPRSS2) TMPS2_HUMAN
NCT04652765,camostat mesylate,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,HUMAN transmembrane protease serine 2 (TMPRSS2) TMPS2_HUMAN
NCT04652765,camostat mesylate,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN transmembrane protease serine 2 (TMPRSS2) TMPS2_HUMAN
NCT04431453,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp)     R1AB_CVHSA (RdRp)
NCT04431453,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp)     R1AB_CVEMC (RdRp)
NCT04431453,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp)     R1AB_SARS2 (RdRp)
NCT04405076,mrna-1273,Vaccine,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1 Clinical Trial,
NCT04391309,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp)     R1AB_CVHSA (RdRp)
NCT04391309,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp)     R1AB_CVEMC (RdRp)
NCT04391309,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp)     R1AB_SARS2 (RdRp)
NCT04376814,favipiravir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp)     R1AB_SARS2 (RdRp)
NCT04376814,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04376814,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro)      R1AB_SARS2 (3CLpro)
NCT04376684,otilimab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN colony-stimulating factor (GM-CSF)        CSF2_HUMAN
NCT04366050,ramipril,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN angiotensin-converting enzyme (ACE)       ACE_HUMAN
NCT04375202,colchicine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04374942,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04374552,hydroxychloroquine + azithromycin,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04374461,n-acetylcysteine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04374149,ruxolitinib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN janus kinase 2 (JAK-2)    JAK2_HUMAN
NCT04374071,methylprednisolone,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04374032,metenkefalin + tridecactide,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,
NCT04374019,ivermectin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,
NCT04374019,camostat mesylate,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,HUMAN transmembrane protease serine 2 (TMPRSS2) TMPS2_HUMAN
NCT04374019,camostat mesylate,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,HUMAN transmembrane protease serine 2 (TMPRSS2) TMPS2_HUMAN
NCT04374019,camostat mesylate,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN transmembrane protease serine 2 (TMPRSS2) TMPS2_HUMAN
NCT04373824,ivermectin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,
NCT04373044,baricitinib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN cyclin G-associated kinase (GAK)  GAK_HUMAN
NCT04373044,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04372628,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro)      R1AB_SARS2 (3CLpro)
NCT04372082,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04372082,diltiazem + niclosamide,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04372017,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04371978,linagliptin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN dipeptidyl peptidase 4 (DPP-4)    DPP4_HUMAN
NCT04371926,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04371822,snpp protoporphyrin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1 Clinical Trial,
NCT04371822,snpp protoporphyrin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1 Clinical Trial,
NCT04371822,snpp protoporphyrin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1 Clinical Trial,
NCT04371822,sulfonatoporphyrin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1 Clinical Trial,
NCT04371640,sirolimus,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN mammalian target of rapamycin (mTOR)      MTOR_HUMAN
NCT04371601,oseltamivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04371523,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04371406,hydroxychloroquine + azithromycin,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04371367,avdoralimab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN C5a receptor (C5aR)       C5AR1_HUMAN
NCT04371107,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04370834,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R)     IL6RA_HUMAN; IL6RB_HUMAN
NCT04370782,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04370782,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04370288,"mcn (methylene blue, vitamin c, n-acetyl cysteine)",Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1 Clinical Trial,
NCT04370262,rhace2,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN angiotensin-converting enzyme 2 (ACE2)    ACE2_HUMAN
NCT04370015,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04369742,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04364022,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro)      R1AB_SARS2 (3CLpro)
NCT04369365,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04366323,mesenchymal stromal cells,Cell therapy,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04368351,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04368351,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04367831,heparin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,
NCT04367831,heparin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,
NCT04367168,colchicine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04366739,chlorpromazine,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,HUMAN clathrin-mediated endocytosis (RME)       N.A.
NCT04366739,chlorpromazine,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,HUMAN clathrin-mediated endocytosis (RME)       N.A.
NCT04366739,chlorpromazine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN clathrin-mediated endocytosis (RME)       N.A.
NCT04366271,mesenchymal stromal cells,Cell therapy,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04366232,anakinra,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-1 receptor 1 (IL1R1)  IL1R1_HUMAN
NCT04366115,avm0703,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,
NCT04366089,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04366089,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04365985,naltrexone,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04365985,ketamine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04365725,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp)     R1AB_CVHSA (RdRp)
NCT04365725,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp)     R1AB_CVEMC (RdRp)
NCT04365725,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp)     R1AB_SARS2 (RdRp)
NCT04365582,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04365582,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04365582,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro)      R1AB_SARS2 (3CLpro)
NCT04365517,linagliptin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN dipeptidyl peptidase 4 (DPP-4)    DPP4_HUMAN
NCT04365231,hydroxychloroquine + azithromycin,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04365127,progesterone,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1 Clinical Trial,
NCT04365101,cynk-001,Cell therapy,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,
NCT04364984,angiotensin,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,
NCT04364815,rhace2,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN angiotensin-converting enzyme 2 (ACE2)    ACE2_HUMAN
NCT04364009,anakinra,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-1 receptor 1 (IL1R1)  IL1R1_HUMAN
NCT04363866,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04363853,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R)     IL6RA_HUMAN; IL6RB_HUMAN
NCT04363736,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R)     IL6RA_HUMAN; IL6RB_HUMAN
NCT04363450,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04363437,colchicine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,
NCT04363203,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
NCT04363203,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,
NCT04362332,chloroquine,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,
NCT04362332,chloroquine,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,
NCT04362332,chloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR)      N.A.
