nct_id,id,DRUGID,DRUGNAME,DRUGTYPE,DISEASES,DRUGSTAT,Target Name,PCHEMCID,HIGHSTAT,HIGHDISE
NCT04412772,12321633,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04412252,12321703,DRUG0074,tofacitinib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 9926791,Approved,Rheumatoid arthritis
NCT04410562,12321928,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04410354,12321953,DRUG0251,merimepodib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,HUMAN inosine-5'-monophosphate dehydrogenase 2 (IMPDH2),CID: 153241,Phase 2b,Hepatitis C virus infection
NCT04410354,12321955,DRUG0233,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04410354,12321955,DRUG0233,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04410354,12321955,DRUG0233,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04409834,12322027,DRUG0145,heparin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,,CID: 772,Approved,Venous thrombosis
NCT04409834,12322030,DRUG0145,heparin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,,CID: 772,Approved,Venous thrombosis
NCT04408326,12322205,DRUG0114,angiotensin,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,,CID: 123805,,
NCT04407507,12322287,DRUG0111,ivermectin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,,CID: 6321424,Approved,Onchocerciasis
NCT04407000,12322348,DRUG0234,favipiravir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 4424075,Approved,Influenza virus infection
NCT04407000,12322349,DRUG0234,favipiravir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 4424075,Approved,Influenza virus infection
NCT04406389,12322414,DRUG0145,heparin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,,CID: 772,Approved,Venous thrombosis
NCT04406246,12322434,DRUG0127,nitazoxanide,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 41684,Approved,Diarrhea
NCT04405921,12322467,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04405921,12322468,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04403685,12322745,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04403555,12322756,DRUG0111,ivermectin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,,CID: 6321424,Approved,Onchocerciasis
NCT04403243,12322793,DRUG0073,colchicine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 6167,Approved,Gout
NCT04403243,12322794,DRUG0202,ruxolitinib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN janus kinase 2 (JAK-2),CID: 25126798,Approved,Myelofibrosis
NCT04403100,12322815,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04403100,12322816,DRUG0220,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro),CID: 11979606,Approved,Human immunodeficiency virus infection
NCT04403100,12322817,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04402203,12322916,DRUG0234,favipiravir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 4424075,Approved,Influenza virus infection
NCT04401579,12322987,DRUG0233,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04401579,12322987,DRUG0233,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04401579,12322987,DRUG0233,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04401579,12322988,DRUG0191,baricitinib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN cyclin G-associated kinase (GAK),CID: 44205240,Approved,Rheumatoid arthritis
NCT04400838,12323079,DRUG0055,chadox1 ncov-19,Vaccine,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,,,,
NCT04400838,12323081,DRUG0055,chadox1 ncov-19,Vaccine,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,,,,
NCT04400838,12323083,DRUG0055,chadox1 ncov-19,Vaccine,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,,,,
NCT04400838,12323084,DRUG0055,chadox1 ncov-19,Vaccine,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,,,,
NCT04400838,12323086,DRUG0055,chadox1 ncov-19,Vaccine,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,,,,
NCT04400838,12323087,DRUG0055,chadox1 ncov-19,Vaccine,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,,,,
NCT04400032,12323178,DRUG0109,mesenchymal stromal cells,Cell therapy,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,,,
NCT04400019,12323179,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04399889,12323198,DRUG0109,mesenchymal stromal cells,Cell therapy,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,,,
NCT04399798,12323209,DRUG0191,baricitinib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN cyclin G-associated kinase (GAK),CID: 44205240,Approved,Rheumatoid arthritis
NCT04399746,12323215,DRUG0111,ivermectin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,,CID: 6321424,Approved,Onchocerciasis
NCT04399746,12323216,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04398290,12323388,DRUG0072,nitric oxide,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 145068,Approved,Hypertension
NCT04398004,12323417,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04397796,12323428,DRUG0064,bm-mscs cell,Cell therapy,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1/2 Clinical Trial,,,,
NCT04397510,12323459,DRUG0145,heparin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,,CID: 772,Approved,Venous thrombosis
NCT04397328,12323489,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04395768,12323674,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04395768,12323675,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04394442,12323831,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04394416,12323832,DRUG0125,imatinib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 5291,Approved,Chronic myeloid leukaemia
NCT04394416,12323832,DRUG0125,imatinib,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,HUMAN fusion protein Bcr-Abl (Bcr-Abl),CID: 5291,Approved,Chronic myeloid leukaemia
NCT04394416,12323832,DRUG0125,imatinib,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,HUMAN fusion protein Bcr-Abl (Bcr-Abl),CID: 5291,Approved,Chronic myeloid leukaemia
NCT04394377,12323836,DRUG0145,heparin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,,CID: 772,Approved,Venous thrombosis
NCT04394182,12323856,DRUG0220,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro),CID: 11979606,Approved,Human immunodeficiency virus infection
NCT04394182,12323857,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04394182,12323858,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04394182,12323860,DRUG0145,heparin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,,CID: 772,Approved,Venous thrombosis
NCT04394182,12323862,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04394117,12323868,DRUG0114,angiotensin,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,,CID: 123805,,
NCT04393805,12323900,DRUG0145,heparin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,,CID: 772,Approved,Venous thrombosis
NCT04392713,12324025,DRUG0111,ivermectin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,,CID: 6321424,Approved,Onchocerciasis
NCT04392219,12324084,DRUG0146,eidd-2801,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Investigative Agent,,CID: 145996610,,
NCT04392128,12324094,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04392128,12324095,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04391127,12324203,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04391127,12324204,DRUG0111,ivermectin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,,CID: 6321424,Approved,Onchocerciasis
NCT04390594,12324272,DRUG0171,camostat mesylate,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,HUMAN transmembrane protease serine 2 (TMPRSS2),CID: 5284360,,
NCT04390594,12324272,DRUG0171,camostat mesylate,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,HUMAN transmembrane protease serine 2 (TMPRSS2),CID: 5284360,,
NCT04390594,12324272,DRUG0171,camostat mesylate,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN transmembrane protease serine 2 (TMPRSS2),CID: 5284360,,
NCT04390464,12324282,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04390464,12324283,DRUG0191,baricitinib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN cyclin G-associated kinase (GAK),CID: 44205240,Approved,Rheumatoid arthritis
NCT04390152,12324329,DRUG0107,mesenchymal stem cells,Cell therapy,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,,Approved,Epidermolysis Bullosa
NCT04390061,12324342,DRUG0074,tofacitinib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 9926791,Approved,Rheumatoid arthritis
NCT04390061,12324343,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04390022,12324348,DRUG0111,ivermectin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,,CID: 6321424,Approved,Onchocerciasis
NCT04389580,12324390,DRUG0205,isotretinoin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 papain-like proteinase (PL-PRO),CID: 5282379,,
NCT04389580,12324391,DRUG0205,isotretinoin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 papain-like proteinase (PL-PRO),CID: 5282379,,
NCT04389359,12324411,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04389320,12324415,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04388709,12324486,DRUG0129,interferon beta-1a,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,Approved,Multiple sclerosis
NCT04387786,12324581,DRUG0093,dornase alfa,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,,Approved,Cystic fibrosis
NCT04387760,12324583,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04387760,12324584,DRUG0234,favipiravir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 4424075,Approved,Influenza virus infection
NCT04386876,12324720,DRUG0220,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro),CID: 11979606,Approved,Human immunodeficiency virus infection
NCT04386876,12324721,DRUG0220,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro),CID: 11979606,Approved,Human immunodeficiency virus infection
NCT04386239,12324808,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04386070,12324829,DRUG0220,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro),CID: 11979606,Approved,Human immunodeficiency virus infection
NCT04386070,12324830,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04385264,12324947,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT03183570,12479571,DRUG0222,asc09 + ritonavir + oseltamivir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro),,,
NCT03331445,12460438,DRUG0072,nitric oxide,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 145068,Approved,Hypertension
NCT03852537,12393571,DRUG0124,methylprednisolone,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 6741,Approved,Rheumatoid arthritis
NCT03871491,12391106,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT03891420,12388642,DRUG0232,galidesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Preclinical Drug,SARS-CoV RNA-directed RNA polymerase (RdRp),CID: 69211190,,
NCT03891420,12388642,DRUG0232,galidesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Preclinical Drug,MERS-CoV RNA-directed RNA polymerase (RdRp),CID: 69211190,,
NCT03891420,12388642,DRUG0232,galidesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 69211190,,
NCT03808922,13042515,DRUG0128,das181,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,SID: 381125922,,
NCT03808922,13042517,DRUG0128,das181,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,SID: 381125922,,
NCT03808922,13042518,DRUG0128,das181,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,SID: 381125922,,
NCT04708327,12285763,DRUG0086,naltrexone,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 5360515,Approved,Alcoholism
NCT04699097,12286855,DRUG0123,azithromycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,CID: 447043,Approved,Bronchitis
NCT04694612,12287407,DRUG0234,favipiravir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 4424075,Approved,Influenza virus infection
NCT04694612,12287409,DRUG0233,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04694612,12287409,DRUG0233,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04694612,12287409,DRUG0233,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04693026,12287606,DRUG0233,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04693026,12287606,DRUG0233,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04693026,12287606,DRUG0233,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04693026,12287607,DRUG0191,baricitinib,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN cyclin G-associated kinase (GAK),CID: 44205240,Approved,Rheumatoid arthritis
NCT04693026,12287608,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04690920,12287836,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04306705,12336390,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04306393,12336426,DRUG0072,nitric oxide,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 145068,Approved,Hypertension
NCT04305106,12336611,DRUG0190,bevacizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2/3 Clinical Trial,HUMAN vascular endothelial growth factor (VEGF),,Approved,Metastatic colorectal cancer
NCT04305457,12336574,DRUG0072,nitric oxide,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 145068,Approved,Hypertension
NCT04304313,12336730,DRUG0231,sildenafil,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN phosphodiesterase type 5 (PDE5),CID: 135398744,Approved,Erectile dysfunction
NCT04303507,12336852,DRUG0192,hydroxychloroquine,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN glycosylation of host receptor (GHR),CID: 3652,Approved,Malaria
NCT04302766,12336977,DRUG0233,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04302766,12336977,DRUG0233,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04302766,12336977,DRUG0233,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04302519,12337003,DRUG0107,mesenchymal stem cells,Cell therapy,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,,Approved,Epidermolysis Bullosa
NCT04299724,12337443,DRUG0039,pathogen-specific aapc,Vaccine,Coronavirus Disease 2019 (COVID-19),Drug in Phase 1 Clinical Trial,,,,
NCT04298060,12337659,DRUG0128,das181,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,SID: 381125922,,
NCT04295551,12338050,DRUG0220,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro),CID: 11979606,Approved,Human immunodeficiency virus infection
NCT04293887,12338299,DRUG0129,interferon beta-1a,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,,,Approved,Multiple sclerosis
NCT04292899,12338431,DRUG0233,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04292899,12338431,DRUG0233,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04292899,12338431,DRUG0233,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04292730,12338472,DRUG0233,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04292730,12338472,DRUG0233,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04292730,12338472,DRUG0233,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04290871,12338770,DRUG0072,nitric oxide,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 145068,Approved,Hypertension
NCT04290858,12338771,DRUG0072,nitric oxide,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 145068,Approved,Hypertension
NCT04288713,12339078,DRUG0203,tocilizumab,Monoclonal antibody,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,HUMAN interleukin-6 receptor (IL6R),,Approved,Giant cell arteritis
NCT04287686,12339216,DRUG0166,rhace2,Protein/peptide drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,HUMAN angiotensin-converting enzyme 2 (ACE2),,,
NCT04286503,12339374,DRUG0071,carrimycin,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,,,
NCT04286503,12339375,DRUG0220,lopinavir + ritonavir,Combination drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 3C-like protease (3CLpro),CID: 11979606,Approved,Human immunodeficiency virus infection
NCT04280705,12340201,DRUG0233,remdesivir,Small molecular drug,Severe acute respiratory syndrome (SARS),Investigative Agent,SARS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04280705,12340201,DRUG0233,remdesivir,Small molecular drug,Middle East Respiratory Syndrome (MERS),Investigative Agent,MERS-CoV RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04280705,12340201,DRUG0233,remdesivir,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 3 Clinical Trial,COVID-19 RNA-directed RNA polymerase (RdRp),CID: 121304016,,
NCT04280588,12340224,DRUG0070,fingolimod,Small molecular drug,Coronavirus Disease 2019 (COVID-19),Drug in Phase 2 Clinical Trial,,CID: 107970,Approved,Multiple sclerosis
